trait,trait_label,k
https://purl.org/okn/frink/kg/digcfdekg/node/trait/72f73b6497f565734677,Chronotype (continuous sMEQ score),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7303c72cade54fcf680b,Urinary sodium-to-potassium ratio,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/73374e9c27386674a4bb,brain volume measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/734b32b95e4d4ec928b4,Plasma C-reactive protein,14
https://purl.org/okn/frink/kg/digcfdekg/node/trait/739e6e5e386a8f800a24,Pituitary hypofunction,15
https://purl.org/okn/frink/kg/digcfdekg/node/trait/741dd54ceae2f51e6943,IPL retinal layer thickness,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/74a45bd1a82aba0c883a,Percent emphysema; upper third Slicer,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/74ff4b4b3f8c21a2bf33,blood manganese measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7511c4e94748c11c01c0,Central serous chorioretinopathy,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/75431f257c11bc340bd6,Int vs. Low alcohol consumption,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/75b10b0b577b3d03371c,Aggregate vessel volume; vessels 35-40 mm2,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/75b3e5e5455f347c6791,End-stage renal disease in type 2 diabetes (ESRD in T2D),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/75f5e0ea8bfb56d5d968,Post-term birth (fetal GWAS),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7635a5bacf4c85851eae,Lymphocytic leukemia,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/769776afd1c268c89a39,urticaria,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/76f68da80c6f5cab02ef,Spontaneous preterm birth (fetal GWAS),5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7710f00fab744c1cef29,Leukocyte telomere length,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/773282bef09646bcfd69,Incremental insulin at 30 min OGTT,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7755cda1f3bd3c9ec897,Attention-deficit hyperactivity disorder (ADHD),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/778bf57bfbdb7c29b0f5,Myocardial infarction,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/77f1b7e7ce9a7a9b5bb2,Aging-GIP1 principal component,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7820caa82fef3e6f5d37,Exp MeanAtten LLL,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/784f8a15847cf241fe3f,Log of insulin at 120 min at V2,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7850d461fb5085665aeb,Area under the curve of insulin at V2 adj fasting insulin at V2,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/785d61d20e7a6cc76def,Fasting insulin at V2 minus fasting insulin at V1,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/78e3cf3f764be7edef6e,Number of sleep episodes; rank-normalized,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7930ddbcf573c6d9f779,fat body mass,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/795c8a0335f0bd0adfe3,Atrial fibrillation or flutter,21
https://purl.org/okn/frink/kg/digcfdekg/node/trait/79864254bc8a82cbcddc,GCC retinal layer thickness,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/79e7fadd3e3ea745569b,Non-ischemic heart failure with reduced ejection fraction,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/79f1012c9a79fb1c1bd1,dyslexia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/79f6c50f2ce41cdcc71e,Wall area percent; segmental (main 6); Vida,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7a3429606935a30d2fab,Coronary artery disease in type 2 diabetes (CAD in T2D),5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7a651d57bffdaf6619e8,Fetal genetic effect on own birth weight adj maternal genotype,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7a70574644e8f9cd0e3e,Clonal haematopoiesis of indeterminate potential (SF3B1 mutation),6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7a7e7c57e8b19c07e884,CCS causative cardio-aortic embolism major,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7b1569a9da58b1a3f81d,Adrenic acid,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7b2f95be8e5553fc46b3,Hyperthyroidism,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7b8650c64fa2d22848a0,Combined epicardial and pericardial adipose tissue (EPAT) area,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7ba74f51440d2ca8276d,Body mass index (BMI) at 2 years,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7bea137a2655bd82de7f,Posterior thigh muscle fat infiltration percentage,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7c4692719e1abd846dc2,Severe diabetic kidney disease,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7c535fe6527a3ddbdba5,Subtle regions of emphysema within secondary pulmonary lobule,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7c968da9b15a905704af,Calcific aortic stenosis,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7cd93c08b681ed09c7e6,Liver proton density fat fraction,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7cfaa2db0fad1788e10d,platelet-derived growth factor BB measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7d3429ec21cd80f1f54e,Alanine transaminase (ALT),10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7d67db1b4407a4ef8b34,Left ventricular end systole anterolateral wall thickness,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7d78bd302c94ca880340,Iron deficiency (recessive model),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7dab403499b7af634f96,Fried frailty score,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7dbbcd03c07c5f9bdc9e,Airway wall area in COPD,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7e5ffc0bf390db47f1f9,Phosphorylated tau,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7ebe0fc58919358edce8,Complete effacement of parenchyma; including septae and bronchovascular bundles,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7ec75004c6fa93af1a5a,Any cancer (dominant model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7f70ff8fda0c13eb054c,Any osteoarthritis (heterodominant model),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7fb3a3bda20fabba1e91,Paternal history of Alzheimer's disease,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/802051b8d48b9b360db8,Percent gas trapping; Slicer,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/809d3428135196d0b0ce,Pulmonary artery diameter at the bifurcation,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/810a3db53db1a9082596,Unified Parkinsons Disease Rating Scale OR the Movement Disorder Society revised - Part 3,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/81262218f3ff809c0f37,Aggregate vessel volume; vessels 75-80 mm2,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/817168e05f7e9d95f7a2,cholesterol esters in large LDL measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/81ade4d08175c6695c5e,Alzheimer disease,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/822c68e6893bec655819,End-stage renal disease vs. no ESRD in type 2 diabetes (T2D),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/822d2a7dd4120de88ed8,EHR-defined osteoporosis (dominant model),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8241a7678ffac5ab8d93,White matter hyperintensities in cerebral small vessel disease,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/82b37f47c49453515ba0,Right ventricular end-systolic volume,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/83170d030a45cd8f4e67,Early bleeding in pregnancy; with any outcome,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8346b0799f97e5cdaec1,Emphysematous destruction of the secondary pulmonary lobule including the central bronchovascular bundle,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/83b12cec37e9f2eb824f,serum metabolite measurement,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/83ffcb32961358c670c5,HbA1c adj BMI,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/83fff81882c6530d044c,Parental longevity (both parents in top 10%),7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/844062edfa9485f8b853,Mosaic chromosomal alteration of the autosomes,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/844767023db1bbdf864f,immune system disease,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/845a8a24aced4f0ae083,macrophage inflammatory protein 1b measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/84709e6580c47ba853c9,Right atrial fractional change,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8479d7b096d1937fe21e,Indexed left atrial maximum volume,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/84e4ee291d6925c10e71,Modified Rankin scale score 0-2 vs 3-6 adj stroke severity,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/853d022489a47fc51200,Chloride,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/854daef052670f79dc4b,Insp MeanAtten RLL,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/857d772a9be0a2139480,Cognitive performance,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/85802899253fcd0c801b,Type 2 diabetes with peripheral circulatory manifestations,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/85c9fa74f052b13897e5,Parental longevity (mother's attained age),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/85d20b274ab7e08b23a8,NAFLD Activity Score (NAS),6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/85ee4188bd9c307ce51c,TOAST other determined,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/85f751aaf23093fc0996,Torso length to body height ratio,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/86db18f61b6ecbeb7321,Early-onset myasthenia gravis,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/86e5ad2c0d037350541f,Gluteofemoral adipose tissue volume,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/86f1a2957a16eef2ff59,Left ventricular end-diastolic volume (BSA-indexed),8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/86ff4e8e8b661373c88b,Highlight scatter reticulocyte count,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/871efef9072fe596a29f,Monocyte percentage,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/87253553586276297541,Exp percent below 856 LLL,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/873687d08acf1970167e,Log of peak insulin at V1,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/875d318fbec0a608599c,Total lung capacity; Slicer,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8776f0ceb254739d0425,Short-axis pulmonary artery (cm); BSA indexed,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/87ac5c0b49e2cc61e887,CT Histogram; Inspiratory; 15th Percentile in Hu; LLL,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/880c0e5b07d922c6d3f0,Exp MeanAtten LUL,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/880d5a5cfd41d071447d,Chronic kidney disease and diabetic kidney disease (CKD and DKD) in diabetes,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/880fb0c520f9c5a91825,urolithiasis,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/88937649daf022139324,Daytime napping (usually vs. never/rarely/sometimes),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/896dc520bd1518ba4bbf,Lung volume,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/89b4293283944da5a43e,Acquired hypothyroidism,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8a1c7ae8b81e9b648213,Lumbar spine bone mineral density,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8a5282639a2696970038,FEV1 to FVC ratio,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8a55fbbd2f871eea292d,rare v2,34
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8ab8124a2bc49fae99e0,phosphatidylcholine measurement,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8abbff77e9445d2bd64d,Creatine kinase-MB fraction,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8b3facc432b36916e251,CT Histogram; Expiratory; 15th Percentile in Hu; LUL,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8b5e5491a15bceae64f5,Heavy vs. Int alcohol consumption,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8bebfcb397253406d1c6,Renal cortex T1 time,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8bfad820bb4053d69216,P-wave duration,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8c0af503a476143c88c3,Reticulocyte percentage,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8c1ee123794ec50e1c82,Gestational diabetes or abnormal glucose tolerance in pregnancy,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8c28d4878a002ffccd7f,Meconium ileus in cystic fibrosis,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8c7c9c03f9520367fd21,Dietary carbohydrate intake,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8c8277560d717e98f23e,Left ventricular end diastole inferoseptal wall thickness,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8c8b0f61bd774b195a9d,Aggregate vessel volume; vessels 25-30 mm2,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8ca9f28c6c6a7d863c69,CT Histogram; Expiratory; 15th Percentile in Hu; RLL,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8d5f7002c6e2eff18de4,Mean sleep duration; rank-normalized,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8dca485874b5b2d4a96c,Early bleeding in pregnancy; ending in live birth,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8e0ee5dbbf2e8ceb13ba,progesterone measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8ea811966f0ee24805a7,Mean Attenuation; Insp; total lung; Full-dose,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8ecdd38f955f72db7c41,reticulocyte measurement,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8edddc5843dcc9b4171c,Sex hormone-binding globulin levels adj BMI,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8f1b8fbd2cac9cd36040,Eosinophil percentage,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8f2adf7a21b8bebf72fb,Pediatric steroid-sensitive nephrotic syndrome,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8f3edd08728ee30225b7,Insomnia (ICD defined),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8f45d48372ae54a2161f,Young- and early-onset Parkinson's disease,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8f5fd05e50b0c339dd99,VAT to ASAT ratio,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8f6253656404f2188f7a,Oily fish consumption,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8fd5c6d5ea94d2a71048,Glucocorticoid deficiency,13
https://purl.org/okn/frink/kg/digcfdekg/node/trait/90552ec55ba29abf3d38,femoral neck size,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/90ea49b4540ca955a77e,Autoimmune Addison's disease,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9103e8ebee9fd8e723dc,HDL cholesterol,14
https://purl.org/okn/frink/kg/digcfdekg/node/trait/912ff86a8802a8309369,Focal epilepsy (lesion negative),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/915600dd3aecf69fd92f,Left ventricular end-systolic volume,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/91649c9636deb0bd1105,prostate cancer,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/92a5b2e95188278e1651,Intrinsic epigenetic age acceleration,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9313d36a301a05412a0c,eGFRcreat decline; CKDi25 definition,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9341e9d212df39ced780,ascending aortic diameter,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/937e213db6f663ae25c7,telomere length,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/93a323df5b53a8364a4b,Modified Rankin scale score,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/93e0ea9ae9f1fe1c5381,mean platelet volume,13
https://purl.org/okn/frink/kg/digcfdekg/node/trait/946d04fa115602d2d25d,Body mass index (BMI) at 5 years,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/958b5f7c6f9330536e73,Chylomicrons and XXL-VLDL cholesterol,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/963e84501233ead3e308,Hip shape mode 1,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/968dc58365d00e41838c,Asthma (dominant model),3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/96a514540bba915f46d8,Depressed affect,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/96ae8737d2eaec8be685,Unified Parkinsons Disease Rating Scale OR the Movement Disorder Society revised - Total,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/971ac4725df7e9595a20,Self-rated health,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/974c155aba98c7e81cf5,Chronic kidney disease (CKD) adj HbA1c-BMI in type 1 diabetes,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/975f28d70a6e377bbee7,Chronic kidney disease in diabetes,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/981a2d8a8cd4c561226b,nose morphology measurement,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/98487ab4c38fc8a62743,Parametric Response Mapping: Percent other,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/985eef967d4b4e9f40aa,Albuminuria in type 2 diabetes,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/98ac93c6a4834b30e570,Celiac disease,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/990cd53a19f7714e4a36,hearing threshold measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9924856fa49e5133d495,Physical activity (overall physical activity time),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/998006c7ce93e4a269ef,Urinary potassium excretion,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/99acb732f3080db297d6,Cerebral white matter hyperintensity volume,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/99c027f2360f572cb6f0,Ease of waking up,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9a097fd10b581f37adc2,Bioavailable testosterone levels,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9a1e10929f377d91fffe,Fasting glucose at V2 minus fasting glucose at V1,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9a307a32423e5be14613,Hypertrophic cardiomyopathy,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9a418dc9ce01e41c766a,Myopia,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9a5093ab649cb49bfb49,osteoarthritis,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9ab043565eb37fd73161,Peptic ulcers (additive model),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9b229501acd9c5c120b0,Dyslipidemia,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9b7687b1e8950b4b8f5b,folic acid measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9bf7d28aa2b677715a48,Wall area percent; segmental (main 6); Thirona,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9c0ce3625c01e1e828ed,factor VII activating protease measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9c1a599040553068d7b2,Left ventricular end diastole anterolateral wall thickness,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9c74cbdcb93f57df3304,Retinal vascular fractal dimension,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9c7b19b720c54b1fbf72,Insomnia,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9c84a464a8605b2b36de,Fasting glucose change over time,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9c9a232da7d2f7ef9e53,Early-onset osteoarthritis,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9ca636994abee410ee0a,Physical activity (moderate intensity activity duration),1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9d4bdfc033025fc5391a,Body mass index (BMI) at 1 year,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9d95b07d7c685b232f7d,Fasting glucose adj BMI,13
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9dcd9a8955a6b00194a5,alpha fetoprotein measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9e16eca420eee5f32d37,Total body bone mineral density,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9eb30b32592d49021a29,very low density lipoprotein cholesterol measurement,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9ed61edc6f34617510b4,Complement factor H-related protein 5 levels,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9ef3e2dd0686a5ead939,basal cell carcinoma,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9f23a65f20bb83c4c558,Insp MeanAtten LLL,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9ff433bc69af2b6717ee,Atrioventricular accessory pathways or atrioventricular reciprocating tachycardia (AVAPs/AVRT),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a067015d5025eb5a1513,Parental longevity (mother's age at death),5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a0724424fba9dd78654f,Restless legs syndrome in Parkinson's disease,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a0a16566a03c63394a1b,common carotid intimal medial thickness,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a0a5cd4222b374d7b841,Brain natriuretic peptide levels,5
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a0b0b0b7c193d1d8dd57,Hip shape mode 9,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a1935c83b51b2a2e9115,keratoconus,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a20940c95b19506c925b,red blood cell density measurement,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a30f10cc93c5bdcba68e,blood nickel measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a3ddd2f6527e81f2ffdc,teratocarcinoma-derived growth factor 1 measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a50d6ef786c858cd5a27,Postpartum hemorrhage due to uterine atony,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a523ac3075c56990c336,Pancreatic cancer,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a570eb853cf746cf8c60,bipolar I disorder,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a5f67db9d390d6e0ed07,Unified Parkinsons Disease Rating Scale OR the Movement Disorder Society revised - Part 2,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a618cbbb27efb217dd87,Insomnia in Parkinson's disease,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a628e87c06d71052c7e5,Knee osteoarthritis with joint replacement,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a6361909d7283549686d,serum albumin measurement,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a691a05e461a97aa2c4e,tumor necrosis factor-alpha measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a6a492eaddbd59fb55f5,Iron deficiency (additive model),6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a6b92a25e3e3beeb016e,Telomere length,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a6f45a4eecab52e52562,Bicarbonate levels,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a7055aa583a032f546a1,Right ventricular stroke volume; BSA indexed,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a725a6cf223bf7b12426,Gestational hypertension,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a7713210e801f5dec39e,alopecia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a8010b81babe8ead1fd7,Femoral neck area,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a85e62881b79ec978f2f,Peptic ulcers,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a89836af88d5f6664afe,GFAT adjusted for BMI and height,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a91343191c118457ccae,Unruptured intracranial aneurysm,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a91f5635f9c02ac1d96f,Perceived age,6
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a94204e384b32b3131ac,REM sleep behavior disorder,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a96277f902dd504da676,Dyslipidemia (dominant model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/aa128cf6652dcc5e1542,Right ventricular end-systolic volume; BSA indexed,7
https://purl.org/okn/frink/kg/digcfdekg/node/trait/aa676ebbb85a33b95eef,Average oxyhemoglobin saturation during sleep,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/aa7b8a9d08d50b84a7b6,sudden cardiac arrest,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/aa958b9b7a9713dc170c,Percent emphysema; upper lobes; Thirona,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ab3f778568de72454c35,Body mass index (BMI) at 3 years,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/abffc3a36f2e32e9f382,Maternal early gestational weight gain; fetal genotype effect,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ac07f95b9adc3b7fc621,Fractional anisotropy in cerebral small vessel disease,3
https://purl.org/okn/frink/kg/digcfdekg/node/trait/aca32095a11c3ed60f56,Oral cavity and pharyngeal cancer,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/accac8137a2a3444960e,Age of type 1 diabetes onset,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/aceed6db80a099d8af23,Total phosphoglycerides,4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ad8517b1d7bc324e63d7,Hernia abdominopelvic cavity (heterodominant model),2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/adc1bfc966fddd4c25c5,Forced expired volume in 1 second (FEV1),9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae15444c0331dd5f79df,susceptibility to urinary tract infection measurement,2
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae65708a3b6e70f70eaa,Childhood obesity,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae85c14705a3dd83fed9,eGFRcys (serum cystatin C),4
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae909733f252b0cfd74e,Type 2 diabetes with ophthalmic manifestations,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae9612329715228c0c0f,Aneurysmal subarachnoid hemorrhage,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae99105b1d5880597eb7,CT visual scoring; wall thickening,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/af2fbbd85bf5bbd4da23,Any osteoarthritis,8
https://purl.org/okn/frink/kg/digcfdekg/node/trait/af36fab7ebf5410e1370,Photoreceptor cell inner segment thickness,4
