model_entrez,model_symbol,human_entrez,human_symbol,species
26971,Pla2g2f,64600,PLA2G2F,mouse
56293,Slc35g3,646000,SLC35G4,mouse
80743,Vps16,64601,VPS16,mouse
76653,Cby3,646019,CBY3,mouse
230126,Shb,6461,SHB,mouse
73261,1700037C18Rik|Gm41410,646174,C16orf90,mouse
20415,Shbg,6462,SHBG,mouse
242707,Lactbl1,646262,LACTBL1,mouse
20416,Shc1,6464,SHC1,mouse
13592,Ebf2,64641,EBF2,mouse
78709,Spink8,646424,SPINK8,mouse
15247,Mfsd14a,64645,MFSD14A,mouse
21884,Fabp9,646480,FABP9,mouse
75497,Fabp12,646486,FABP12,mouse
434439,BC048562,646498,C3orf84,mouse
631145,Fam90a1b,646508,FAM90A27P,mouse
215418,Csrnp1,64651,CSRNP1,mouse
67687,1700011L22Rik,646603,C4orf51,mouse
231903,Urad,646625,URAD,mouse
70163,Lypd8,646627,LYPD8,mouse
381836,Sbk2,646643,SBK2,mouse
627191,Syndig1l,646658,SYNDIG1L,mouse
170734,Zscan5b,646698,ZSCAN5DP,mouse
547109,Trim43a,646754,TRIM64C,mouse
666731,Trim43c,646754,TRIM64C,mouse
666747,Trim43b,646754,TRIM64C,mouse
545824,Zar1l,646799,ZAR1L,mouse
30838,Fbxw4,6468,FBXW4,mouse
17222,Anapc1,64682,ANAPC1,mouse
75729,Fam227a,646851,FAM227A,mouse
381845,Rnf225,646862,RNF225,mouse
74498,Gorasp1,64689,GORASP1,mouse
244885,Sh2d7,646892,SH2D7,mouse
20423,Shh,6469,SHH,mouse
100040293,Mindy4b-ps,646951,MINDY4B,mouse
69453,Prss56,646960,PRSS56,mouse
100039781,Hrct1,646962,HRCT1,mouse
140765,Tmprss3,64699,TMPRSS3,mouse
20425,Shmt1,6470,SHMT1,mouse
224833,AI661453,647024,C6orf132,mouse
26895,Cops7b,64708,COPS7B,mouse
67705,1810058I24Rik,647087,STMP1,mouse
98415,Nucks1,64710,NUCKS1,mouse
328779,Hs3st6,64711,HS3ST6,mouse
14270,Srgap2,647135,SRGAP2B,mouse
69191,Pdia2,64714,PDIA2,mouse
100042960,Gm4131,647166,C13orf42,mouse
319433,Serpine3,647174,SERPINE3,mouse
74154,Unkl,64718,UNKL,mouse
108037,Shmt2,6472,SHMT2,mouse
76422,Mroh3,647215,MROH3P,mouse
226439,Ascl5,647219,ASCL5,mouse
224044,Cyp2ab1,647265,CYP2AB1P,mouse
217874,Rd3l,647286,RD3L,mouse
434769,Rhox10,6473,SHOX,mouse
239789,Gmnc,647309,GMNC,mouse
75671,Tex22,647310,TEX22,mouse
20429,Shox2,6474,SHOX2,mouse
73447,Wdr13,64743,WDR13,mouse
69780,Smap2,64744,SMAP2,mouse
52535,Mettl17,64745,METTL17,mouse
170760,Acbd3,64746,ACBD3,mouse
66868,Mfsd1,64747,MFSD1,mouse
235044,Plppr2,64748,PLPPR2,mouse
66313,Smurf2,64750,SMURF2,mouse
232664,Ccdc136,64753,CCDC136,mouse
69726,Smyd3,64754,SMYD3,mouse
233913,Rusf1,64755,RUSF1,mouse
230649,Atpaf1,64756,ATPAF1,mouse
66112,Mtarc1,64757,MTARC1,mouse
319939,Tns3,64759,TNS3,mouse
69983,Sis,6476,SI,mouse
239170,Fhip2b,64760,FHIP2B,mouse
243771,Parp12,64761,PARP12,mouse
381126,Garem1,64762,GAREM1,mouse
232976,Zfp574,64763,ZNF574,mouse
208647,Creb3l2,64764,CREB3L2,mouse
74648,S100pbp,64766,S100PBP,mouse
75678,Ippk,64768,IPPK,mouse
70088,Meaf6,64769,MEAF6,mouse
20437,Siah1a,6477,SIAH1,mouse
20438,Siah1b,6477,SIAH1,mouse
239839,Ccdc14,64770,CCDC14,mouse
224647,Ilrun,64771,ILRUN,mouse
217364,Engase,64772,ENGASE,mouse
319513,Pced1a,64773,PCED1A,mouse
68721,1110032A03Rik,64776,C11orf1,mouse
66089,Rmnd5b,64777,RMND5B,mouse
72007,Fndc3b,64778,FNDC3B,mouse
234814,Mthfsd,64779,MTHFSD,mouse
20439,Siah2,6478,SIAH2,mouse
171580,Mical1,64780,MICAL1,mouse
223753,Cerk,64781,CERK,mouse
68048,Aen,64782,AEN,mouse
229700,Rbm15,64783,RBM15,mouse
70461,Crtc3,64784,CRTC3,mouse
78833,Gins3,64785,GINS3,mouse
66687,Tbc1d15,64786,TBC1D15,mouse
98845,Eps8l2,64787,EPS8L2,mouse
76483,Lmf1,64788,LMF1,mouse
73172,Exo5,64789,EXO5,mouse
67286,Ift22,64792,IFT22,mouse
70012,Cep85,64793,CEP85,mouse
227674,Ddx31,64794,DDX31,mouse
68477,Rmnd5a,64795,RMND5A,mouse
347740,Norad,647979,NORAD,mouse
97998,Deptor,64798,DEPTOR,mouse
78250,Iqch,64799,IQCH,mouse
12151,Bmi1,648,BMI1,mouse
20440,St6gal1,6480,ST6GAL1,mouse
77627,Efcab6,64800,EFCAB6,mouse
68865,Arv1,64801,ARV1,mouse
66454,Nmnat1,64802,NMNAT1,mouse
70839,P2ry12,64805,P2RY12,mouse
140806,Il25,64806,IL25,mouse
100041449,Cyp3a59,64816,CYP3A43,mouse
100041375,Cyp3a41b,64816,CYP3A43,mouse
13112,Cyp3a11,64816,CYP3A43,mouse
13114,Cyp3a16,64816,CYP3A43,mouse
13113,Cyp3a13,64816,CYP3A43,mouse
53973,Cyp3a41a,64816,CYP3A43,mouse
56388,Cyp3a25,64816,CYP3A43,mouse
337924,Cyp3a44,64816,CYP3A43,mouse
622127,Cyp3a57,64816,CYP3A43,mouse
20442,St3gal1,6482,ST3GAL1,mouse
20444,St3gal2,6483,ST3GAL2,mouse
54325,Elovl1,64834,ELOVL1,mouse
16594,Klc2,64837,KLC2,mouse
64339,Fndc4,64838,FNDC4,mouse
50758,Fbxl17,64839,FBXL17,mouse
20443,St3gal4,6484,ST3GAL4,mouse
53627,Porcn,64840,PORCN,mouse
54342,Gnpnat1,64841,GNPNAT1,mouse
104360,Isl2,64843,ISL2,mouse
57438,Marchf7,64844,MARCHF7,mouse
217116,Spata20,64847,SPATA20,mouse
240255,Ythdc2,64848,YTHDC2,mouse
114644,Slc13a3,64849,SLC13A3,mouse
71760,Etnppl,64850,ETNPPL,mouse
70044,Tut1,64852,TUT1,mouse
108909,Aida,64853,AIDA,mouse
69727,Usp46,64854,USP46,mouse
227737,Niban2,64855,NIBAN2,mouse
246228,Vwa1,64856,VWA1,mouse
101497,Plekhg2,64857,PLEKHG2,mouse
140917,Dclre1b,64858,DCLRE1B,mouse
109019,Nabp1,64859,NABP1,mouse
494468,Armcx5,64860,ARMCX5,mouse
76781,Mettl4,64863,METTL4,mouse
319758,Rfx7,64864,RFX7,mouse
109332,Cdcp1,64866,CDCP1,mouse
20441,St3gal3,6487,ST3GAL3,mouse
76487,Ppp1r3g,648791,PPP1R3G,mouse
219257,Pcdh20,64881,PCDH20,mouse
20449,St8sia1,6489,ST8SIA1,mouse
216578,Papolg,64895,PAPOLG,mouse
72357,2210016L21Rik,64897,C12orf43,mouse
12153,Bmp1,649,BMP1,mouse
20431,Pmel,6490,PMEL,mouse
64899,Lpin3,64900,LPIN3,mouse
66011,Ranbp17,64901,RANBP17,mouse
268782,Agxt2,64902,AGXT2,mouse
20460,Stil,6491,STIL,mouse
170734,Zscan5b,649137,ZSCAN5C,mouse
58208,Bcl11b,64919,BCL11B,mouse
20464,Sim1,6492,SIM1,mouse
213819,Casd1,64921,CASD1,mouse
100061,Lrrc19,64922,LRRC19,mouse
100416956,Pnma6e,649238,PNMA6E,mouse
69048,Slc30a5,64924,SLC30A5,mouse
72454,Ccdc71,64925,CCDC71,mouse
320484,Rasal3,64926,RASAL3,mouse
67009,Ttc23,64927,TTC23,mouse
68463,Mrpl14,64928,MRPL14,mouse
20465,Sim2,6493,SIM2,mouse
20469,Sipa1,6494,SIPA1,mouse
70021,Nt5dc2,64943,NT5DC2,mouse
26886,Cenph,64946,CENPH,mouse
99045,Mrps26,64949,MRPS26,mouse
20471,Six1,6495,SIX1,mouse
64660,Mrps24,64951,MRPS24,mouse
20473,Six3,6496,SIX3,mouse
66407,Mrps15,64960,MRPS15,mouse
67994,Mrps11,64963,MRPS11,mouse
69527,Mrps9,64965,MRPS9,mouse
121022,Mrps6,64968,MRPS6,mouse
77721,Mrps5,64969,MRPS5,mouse
20481,Ski,6497,SKI,mouse
107733,Mrpl41,64975,MRPL41,mouse
18100,Mrpl40,64976,MRPL40,mouse
60441,Mrpl38,64978,MRPL38,mouse
94066,Mrpl36,64979,MRPL36,mouse
20482,Skil,6498,SKIL,mouse
94065,Mrpl34,64981,MRPL34,mouse
75398,Mrpl32,64983,MRPL32,mouse
108077,Skic2,6499,SKIV2L,mouse
12156,Bmp2,650,BMP2,mouse
21402,Skp1,6500,SKP1,mouse
66419,Mrpl11,65003,MRPL11,mouse
78523,Mrpl9,65005,MRPL9,mouse
94061,Mrpl1,65008,MRPL1,mouse
234593,Ndrg4,65009,NDRG4,mouse
171429,Slc26a6,65010,SLC26A6,mouse
216441,Slc26a10,65012,SLC26A10,mouse
68943,Pink1,65018,PINK1,mouse
27401,Skp2,6502,SKP2,mouse
20491,Sla,6503,SLA,mouse
27218,Slamf1,6504,SLAMF1,mouse
20510,Slc1a1,6505,SLC1A1,mouse
52250,Reep1,65055,REEP1,mouse
73274,Gpbp1,65056,GPBP1,mouse
497652,Acd,65057,ACD,mouse
77300,Raph1,65059,RAPH1,mouse
20511,Slc1a2,6506,SLC1A2,mouse
271697,Cdk15,65061,CDK15,mouse
381259,Tmem237,65062,TMEM237,mouse
269198,Nbeal1,65065,NBEAL1,mouse
381072,Abca17,650655,ABCA17P,mouse
20512,Slc1a3,6507,SLC1A3,mouse
65079,Rtn4r,65078,RTN4R,mouse
20536,Slc4a3,6508,SLC4A3,mouse
69163,Mrpl44,65080,MRPL44,mouse
77573,Vps33a,65082,VPS33A,mouse
230082,Nol6,65083,NOL6,mouse
72759,Tmem135,65084,TMEM135,mouse
55963,Slc1a4,6509,SLC1A4,mouse
194952,Jmjd4,65094,JMJD4,mouse
215194,Kri1,65095,KRI1,mouse
110075,Bmp3,651,BMP3,mouse
20514,Slc1a5,6510,SLC1A5,mouse
17357,Marcksl1,65108,MARCKSL1,mouse
68134,Upf3b,65109,UPF3B,mouse
20513,Slc1a6,6511,SLC1A6,mouse
67031,Upf3a,65110,UPF3A,mouse
208606,Rsrc2,65117,RSRC2,mouse
242607,Slc1a7,6512,SLC1A7,mouse
100041296,Pramel47,65121,PRAMEF1,mouse
100041102,Pramel42,65121,PRAMEF1,mouse
100039315,Pramel51,65121,PRAMEF1,mouse
100041032,Pramel38,65121,PRAMEF1,mouse
100039087,Gm2042,65121,PRAMEF1,mouse
100041077,Pramel61,65121,PRAMEF1,mouse
100039010,LOC100039010,65121,PRAMEF1,mouse
100041806,LOC100041806,65121,PRAMEF1,mouse
100040861,Gm13057,65121,PRAMEF1,mouse
108168683,LOC108168683,65121,PRAMEF1,mouse
100012,Oog3,65121,PRAMEF1,mouse
100041253,Gm16513,65121,PRAMEF1,mouse
100041179,Gm3183,65121,PRAMEF1,mouse
193322,Oog1,65121,PRAMEF1,mouse
194227,Pramel25,65121,PRAMEF1,mouse
242737,Oog4,65121,PRAMEF1,mouse
242736,Pramel12,65121,PRAMEF1,mouse
194225,Pramel27,65121,PRAMEF1,mouse
626995,Pramel30,65121,PRAMEF1,mouse
626922,Pramel28,65121,PRAMEF1,mouse
277666,Pramel24,65121,PRAMEF1,mouse
277667,Pramel23,65121,PRAMEF1,mouse
347712,Pramel7,65121,PRAMEF1,mouse
329986,Pramel20,65121,PRAMEF1,mouse
433779,Pramel31,65121,PRAMEF1,mouse
381590,Pramel32,65121,PRAMEF1,mouse
320549,Pramel48,65121,PRAMEF1,mouse
381570,Oog2,65121,PRAMEF1,mouse
545693,Gm13043,65121,PRAMEF1,mouse
381569,Pramel26,65121,PRAMEF1,mouse
545662,Pramel17,65121,PRAMEF1,mouse
332923,Pramel19,65121,PRAMEF1,mouse
626943,Pramel14,65121,PRAMEF1,mouse
381536,Gm12789,65121,PRAMEF1,mouse
627009,Pramel15,65121,PRAMEF1,mouse
381535,Pramel18,65121,PRAMEF1,mouse
381654,Pramel34,65121,PRAMEF1,mouse
277668,Pramel22,65121,PRAMEF1,mouse
384077,Pramel5,65121,PRAMEF1,mouse
347710,Pramel4,65121,PRAMEF1,mouse
347711,Pramel6,65121,PRAMEF1,mouse
665802,Pramel35,65121,PRAMEF1,mouse
666203,Pramel50,65121,PRAMEF1,mouse
77632,Pramel13,65121,PRAMEF1,mouse
97187,Pramel29,65121,PRAMEF1,mouse
83491,Pramel1,65121,PRAMEF1,mouse
100041077,Pramel61,65122,PRAMEF2,mouse
100039010,LOC100039010,65122,PRAMEF2,mouse
100012,Oog3,65122,PRAMEF2,mouse
100041179,Gm3183,65122,PRAMEF2,mouse
100041296,Pramel47,65122,PRAMEF2,mouse
100041102,Pramel42,65122,PRAMEF2,mouse
100039315,Pramel51,65122,PRAMEF2,mouse
100039087,Gm2042,65122,PRAMEF2,mouse
100041253,Gm16513,65122,PRAMEF2,mouse
100041032,Pramel38,65122,PRAMEF2,mouse
100040861,Gm13057,65122,PRAMEF2,mouse
108168683,LOC108168683,65122,PRAMEF2,mouse
100041806,LOC100041806,65122,PRAMEF2,mouse
194225,Pramel27,65122,PRAMEF2,mouse
193322,Oog1,65122,PRAMEF2,mouse
242736,Pramel12,65122,PRAMEF2,mouse
194227,Pramel25,65122,PRAMEF2,mouse
242737,Oog4,65122,PRAMEF2,mouse
381654,Pramel34,65122,PRAMEF2,mouse
626943,Pramel14,65122,PRAMEF2,mouse
381590,Pramel32,65122,PRAMEF2,mouse
381570,Oog2,65122,PRAMEF2,mouse
381569,Pramel26,65122,PRAMEF2,mouse
381536,Gm12789,65122,PRAMEF2,mouse
277667,Pramel23,65122,PRAMEF2,mouse
381535,Pramel18,65122,PRAMEF2,mouse
277668,Pramel22,65122,PRAMEF2,mouse
384077,Pramel5,65122,PRAMEF2,mouse
277666,Pramel24,65122,PRAMEF2,mouse
329986,Pramel20,65122,PRAMEF2,mouse
627009,Pramel15,65122,PRAMEF2,mouse
320549,Pramel48,65122,PRAMEF2,mouse
545693,Gm13043,65122,PRAMEF2,mouse
626995,Pramel30,65122,PRAMEF2,mouse
545662,Pramel17,65122,PRAMEF2,mouse
332923,Pramel19,65122,PRAMEF2,mouse
433779,Pramel31,65122,PRAMEF2,mouse
347710,Pramel4,65122,PRAMEF2,mouse
347711,Pramel6,65122,PRAMEF2,mouse
347712,Pramel7,65122,PRAMEF2,mouse
626922,Pramel28,65122,PRAMEF2,mouse
666203,Pramel50,65122,PRAMEF2,mouse
83491,Pramel1,65122,PRAMEF2,mouse
77632,Pramel13,65122,PRAMEF2,mouse
97187,Pramel29,65122,PRAMEF2,mouse
665802,Pramel35,65122,PRAMEF2,mouse
229543,Ints3,65123,INTS3,mouse
268301,Sowahc,65124,SOWAHC,mouse
232341,Wnk1,65125,WNK1,mouse
20525,Slc2a1,6513,SLC2A1,mouse
100503949,Zfp965,651302,ZKSCAN8P1,mouse
545490,Zfp973,651302,ZKSCAN8P1,mouse
71508,Zfp935,651302,ZKSCAN8P1,mouse
20526,Slc2a2,6514,SLC2A2,mouse
20527,Slc2a3,6515,SLC2A3,mouse
20528,Slc2a4,6517,SLC2A4,mouse
67434,Ankrd33b,651746,ANKRD33B,mouse
56485,Slc2a5,6518,SLC2A5,mouse
20532,Slc3a1,6519,SLC3A1,mouse
12159,Bmp4,652,BMP4,mouse
17254,Slc3a2,6520,SLC3A2,mouse
20533,Slc4a1,6521,SLC4A1,mouse
11994,Pcdh15,65217,PCDH15,mouse
20535,Slc4a2,6522,SLC4A2,mouse
192185,Nadk,65220,NADK,mouse
20537,Slc5a1,6523,SLC5A1,mouse
246787,Slc5a2,6524,SLC5A2,mouse
72572,Spats2,65244,SPATS2,mouse
212168,Zswim4,65249,ZSWIM4,mouse
29856,Smtn,6525,SMTN,mouse
73692,Cplane1,65250,CPLANE1,mouse
225651,Mppe1,65258,MPPE1,mouse
53881,Slc5a3,6526,SLC5A3,mouse
69893,Coa7,65260,COA7,mouse
66194,Pycrl,65263,PYCR3,mouse
268470,Ube2z,65264,UBE2Z,mouse
117171,1110038F14Rik,65265,C8orf33,mouse
69847,Wnk4,65266,WNK4,mouse
279561,Wnk3,65267,WNK3,mouse
75607,Wnk2,65268,WNK2,mouse
64454,Slc5a4b,6527,SLC5A4,mouse
64452,Slc5a4a,6527,SLC5A4,mouse
114479,Slc5a5,6528,SLC5A5,mouse
232333,Slc6a1,6529,SLC6A1,mouse
115487914,Gm25835,652966,SNORD10,mouse
71962,Castor1,652968,CASTOR1,mouse
664805,Skor2,652991,SKOR2,mouse
12160,Bmp5,653,BMP5,mouse
20538,Slc6a2,6530,SLC6A2,mouse
99412,Golga2,653061,GOLGA8S,mouse
99412,Golga2,653073,GOLGA8J,mouse
99412,Golga2,653075,GOLGA8T|GOLGA8K,mouse
71164,Zdhhc11,653082,ZDHHC11B,mouse
13162,Slc6a3,6531,SLC6A3,mouse
73680,Zbtb8a,653121,ZBTB8A,mouse
99412,Golga2,653125,GOLGA8K,mouse
74855,Fam228a,653140,FAM228A,mouse
11752,Anxa8,653145,ANXA8,mouse
258153,Olfr412,653166,OR1D5|OR1D4,mouse
547109,Trim43a,653192,TRIM43B,mouse
666731,Trim43c,653192,TRIM43B,mouse
666747,Trim43b,653192,TRIM43B,mouse
15567,Slc6a4,6532,SLC6A4,mouse
19131,Prh1,653247,PRB2,mouse
381833,Prb1,653247,PRB2,mouse
381832,Prpmp5,653247,PRB2,mouse
83380,Prp2,653247,PRB2,mouse
12627,Cfc1,653275,CFC1|CFC1B,mouse
21366,Slc6a6,6533,SLC6A6,mouse
54447,Asah2,653308,ASAH2B,mouse
74356,4931428F04Rik,653319,KIAA0895L,mouse
70511,Eef2kmt,653333,FAM86B2,mouse
17969,Ncf1,653361,NCF1,mouse
106298,Rrn3,653390,RRN3P2,mouse
240332,Slc6a7,6534,SLC6A7,mouse
14237,Foxd4,653427,FOXD4L5,mouse
208760,Aqp12,653437,AQP12B,mouse
68767,Washc1,653440,WASH6P,mouse
14270,Srgap2,653464,SRGAP2C,mouse
16858,Lgals7,653499,LGALS7|LGALS7B,mouse
102857,Slc6a8,6535,SLC6A8,mouse
268373,Ppia,653505,PPIAL4A,mouse
20387,Sftpa1,653509,SFTPA1,mouse
67549,Gpr89,653519,GPR89A,mouse
625286,Tmem236,653567,TMEM236,mouse
232970,Phldb3,653583,PHLDB3,mouse
14664,Slc6a9,6536,SLC6A9,mouse
15077,H3c14,653604,H3C13,mouse
319154,H3c13,653604,H3C13,mouse
260423,H3c7,653604,H3C13,mouse
319148,H3c3,653604,H3C13,mouse
319149,H3c4,653604,H3C13,mouse
319150,H3c2,653604,H3C13,mouse
319151,H3c6,653604,H3C13,mouse
97114,H3c15,653604,H3C13,mouse
100041179,Gm3183,653619,PRAMEF15,mouse
108168683,LOC108168683,653619,PRAMEF15,mouse
100041253,Gm16513,653619,PRAMEF15,mouse
100041032,Pramel38,653619,PRAMEF15,mouse
100041077,Pramel61,653619,PRAMEF15,mouse
100039315,Pramel51,653619,PRAMEF15,mouse
100039087,Gm2042,653619,PRAMEF15,mouse
100041102,Pramel42,653619,PRAMEF15,mouse
100041296,Pramel47,653619,PRAMEF15,mouse
100039010,LOC100039010,653619,PRAMEF15,mouse
100012,Oog3,653619,PRAMEF15,mouse
100040861,Gm13057,653619,PRAMEF15,mouse
100041806,LOC100041806,653619,PRAMEF15,mouse
194227,Pramel25,653619,PRAMEF15,mouse
194225,Pramel27,653619,PRAMEF15,mouse
242736,Pramel12,653619,PRAMEF15,mouse
242737,Oog4,653619,PRAMEF15,mouse
193322,Oog1,653619,PRAMEF15,mouse
626995,Pramel30,653619,PRAMEF15,mouse
626943,Pramel14,653619,PRAMEF15,mouse
626922,Pramel28,653619,PRAMEF15,mouse
627009,Pramel15,653619,PRAMEF15,mouse
381654,Pramel34,653619,PRAMEF15,mouse
381535,Pramel18,653619,PRAMEF15,mouse
545693,Gm13043,653619,PRAMEF15,mouse
545662,Pramel17,653619,PRAMEF15,mouse
381590,Pramel32,653619,PRAMEF15,mouse
381536,Gm12789,653619,PRAMEF15,mouse
347710,Pramel4,653619,PRAMEF15,mouse
433779,Pramel31,653619,PRAMEF15,mouse
384077,Pramel5,653619,PRAMEF15,mouse
381569,Pramel26,653619,PRAMEF15,mouse
277668,Pramel22,653619,PRAMEF15,mouse
347712,Pramel7,653619,PRAMEF15,mouse
329986,Pramel20,653619,PRAMEF15,mouse
332923,Pramel19,653619,PRAMEF15,mouse
320549,Pramel48,653619,PRAMEF15,mouse
381570,Oog2,653619,PRAMEF15,mouse
277666,Pramel24,653619,PRAMEF15,mouse
347711,Pramel6,653619,PRAMEF15,mouse
277667,Pramel23,653619,PRAMEF15,mouse
97187,Pramel29,653619,PRAMEF15,mouse
666203,Pramel50,653619,PRAMEF15,mouse
83491,Pramel1,653619,PRAMEF15,mouse
665802,Pramel35,653619,PRAMEF15,mouse
77632,Pramel13,653619,PRAMEF15,mouse
99412,Golga2,653641,GOLGA6C,mouse
99412,Golga2,653643,GOLGA6D,mouse
18607,Pdpk1,653650,PDPK2P,mouse
234988,Mbd3l2,653657,MBD3L3,mouse
57439,Tmem183a,653659,TMEM183BP,mouse
56546,Sec1,653677,SEC1P,mouse
14872,Gstt2,653689,GSTT2B,mouse
99412,Golga2,653720,GOLGA8M,mouse
72083,Mzt2,653784,MZT2A,mouse
243616,Slc6a11,6538,SLC6A11,mouse
69036,Zg16,653808,ZG16,mouse
108900,Fam72a,653820,FAM72B,mouse
242894,Actr3b,653857,ACTR3C,mouse
14411,Slc6a12,6539,SLC6A12,mouse
12161,Bmp6,654,BMP6,mouse
14412,Slc6a13,6540,SLC6A13,mouse
11987,Slc7a1,6541,SLC7A1,mouse
11988,Slc7a2,6542,SLC7A2,mouse
18261,Ocm,654231,OCM,mouse
102640477,Gm14412,654254,ZNF732,mouse
102635315,Gm32687,654254,ZNF732,mouse
233987,Zfp958,654254,ZNF732,mouse
668620,Zfp936,654254,ZNF732,mouse
76803,Zfp998,654254,ZNF732,mouse
110891,Slc8a2,6543,SLC8A2,mouse
16859,Lgals9,654346,LGALS9C,mouse
18103,Nme2,654364,NME1-NME2,mouse
211187,Lrtm2,654429,LRTM2,mouse
76972,Snhg20,654434,SNHG20,mouse
631797,Fer1l6,654463,FER1L6,mouse
66162,Bola2,654483,BOLA2|BOLA2B,mouse
224022,Slc7a4,6545,SLC7A4,mouse
208426,Iqcj,654502,IQCJ,mouse
20541,Slc8a1,6546,SLC8A1,mouse
110893,Slc8a3,6547,SLC8A3,mouse
66425,Pcp4l1,654790,PCP4L1,mouse
20544,Slc9a1,6548,SLC9A1,mouse
17969,Ncf1,654816,NCF1B,mouse
17969,Ncf1,654817,NCF1C,mouse
226999,Slc9a2,6549,SLC9A2,mouse
12162,Bmp7,655,BMP7,mouse
105243,Slc9a3,6550,SLC9A3,mouse
277973,Slc9a5,6553,SLC9A5,mouse
20493,Slc10a1,6554,SLC10A1,mouse
20494,Slc10a2,6555,SLC10A2,mouse
18173,Slc11a1,6556,SLC11A1,mouse
20495,Slc12a1,6557,SLC12A1,mouse
20496,Slc12a2,6558,SLC12A2,mouse
20497,Slc12a3,6559,SLC12A3,mouse
12163,Bmp8a,656,BMP8B,mouse
12164,Bmp8b,656,BMP8B,mouse
20498,Slc12a4,6560,SLC12A4,mouse
55961,Slc13a1,6561,SLC13A1,mouse
108052,Slc14a1,6563,SLC14A1,mouse
56643,Slc15a1,6564,SLC15A1,mouse
57738,Slc15a2,6565,SLC15A2,mouse
20501,Slc16a1,6566,SLC16A1,mouse
20502,Slc16a2,6567,SLC16A2,mouse
20504,Slc17a1,6568,SLC17A1,mouse
20505,Slc34a1,6569,SLC34A1,mouse
12166,Bmpr1a,657,BMPR1A,mouse
110877,Slc18a1,6570,SLC18A1,mouse
214084,Slc18a2,6571,SLC18A2,mouse
20508,Slc18a3,6572,SLC18A3,mouse
20509,Slc19a1,6573,SLC19A1,mouse
20515,Slc20a1,6574,SLC20A1,mouse
20516,Slc20a2,6575,SLC20A2,mouse
13358,Slc25a1,6576,SLC25A1,mouse
24059,Slco2a1,6578,SLCO2A1,mouse
108096,Slco1a5,6579,SLCO1A2,mouse
28248,Slco1a1,6579,SLCO1A2,mouse
625716,Gm6614,6579,SLCO1A2,mouse
28250,Slco1a4,6579,SLCO1A2,mouse
28254,Slco1a6,6579,SLCO1A2,mouse
435927,Gm5724,6579,SLCO1A2,mouse
12167,Bmpr1b,658,BMPR1B,mouse
20517,Slc22a1,6580,SLC22A1,mouse
20519,Slc22a3,6581,SLC22A3,mouse
20518,Slc22a2,6582,SLC22A2,mouse
30805,Slc22a4,6583,SLC22A4,mouse
20520,Slc22a5,6584,SLC22A5,mouse
56517,Slc22a21,6584,SLC22A5,mouse
20562,Slit1,6585,SLIT1,mouse
20564,Slit3,6586,SLIT3,mouse
66402,Sln,6588,SLN,mouse
12168,Bmpr2,659,BMPR2,mouse
20568,Slpi,6590,SLPI,mouse
20583,Snai2,6591,SNAI2,mouse
93761,Smarca1,6594,SMARCA1,mouse
67155,Smarca2,6595,SMARCA2,mouse
20585,Hltf,6596,HLTF,mouse
20586,Smarca4,6597,SMARCA4,mouse
117229,Stk33,65975,STK33,mouse
83435,Plekha3,65977,PLEKHA3,mouse
100169,Phactr4,65979,PHACTR4,mouse
20587,Smarcb1,6598,SMARCB1,mouse
105246,Brd9,65980,BRD9,mouse
232560,Caprin2,65981,CAPRIN2,mouse
232875,Zscan18,65982,ZSCAN18,mouse
107022,Gramd3,65983,GRAMD2B,mouse
78894,Aacs,65985,AACS,mouse
229055,Zbtb10,65986,ZBTB10,mouse
233529,Kctd14,65987,KCTD14,mouse
101604,E430018J23Rik,65988,ZNF747,mouse
233893,Zfp764,65988,ZNF747,mouse
106565,Dlk2,65989,DLK2,mouse
20588,Smarcc1,6599,SMARCC1,mouse
214917,Antkmt,65990,ANTKMT,mouse
67391,Fundc2,65991,FUNDC2,mouse
73297,1700034I23Rik,65991,FUNDC2,mouse
77006,Ddrgk1,65992,DDRGK1,mouse
79044,Mrps34,65993,MRPS34,mouse
68939,Rasl11b,65997,RASL11B,mouse
108899,Zfta,65998,ZFTA,mouse
243371,Lrrc61,65999,LRRC61,mouse
12169,Bmx,660,BMX,mouse
81907,Tmem108,66000,TMEM108,mouse
100040843,Cyp4a32,66002,CYP4F12,mouse
13117,Cyp4a10,66002,CYP4F12,mouse
435802,Cyp4a30b,66002,CYP4F12,mouse
631304,Cyp4f40,66002,CYP4F12,mouse
64385,Cyp4f14,66002,CYP4F12,mouse
666168,Cyp4a31,66002,CYP4F12,mouse
23936,Lynx1,66004,LYNX1,mouse
69462,Slurp2,66004,LYNX1,mouse
68038,Chid1,66005,CHID1,mouse
70827,Trak2,66008,TRAK2,mouse
68094,Smarcc2,6601,SMARCC2,mouse
83797,Smarcd1,6602,SMARCD1,mouse
83796,Smarcd2,6603,SMARCD2,mouse
210376,Mtmr9,66036,MTMR9,mouse
75388,Boll,66037,BOLL,mouse
66993,Smarcd3,6604,SMARCD3,mouse
57376,Smarce1,6605,SMARCE1,mouse
20595,Smn1,6606,SMN1,mouse
20595,Smn1,6607,SMN1|SMN2,mouse
319757,Smo,6608,SMO,mouse
20597,Smpd1,6609,SMPD1,mouse
67065,Polr3d,661,POLR3D,mouse
20598,Smpd2,6610,SMPD2,mouse
20603,Sms,6611,SMS,mouse
20610,Sumo3,6612,SUMO3,mouse
170930,Sumo2,6613,SUMO2,mouse
20612,Siglec1,6614,SIGLEC1,mouse
