rel,otherLabel,cat,source,nStatements
preventative_for_condition,Interleukin-6,gngm,PubMed,1
predisposes_to_condition,Ir Genes,gngm,PubMed,1
predisposes_to_condition,LARGE gene,gngm,PubMed,1
predisposes_to_condition,Lipoprotein Receptor,gngm,PubMed,1
predisposes_to_condition,marenostrin,gngm,PubMed,1
predisposes_to_condition,metabotropic glutamate receptor 5,gngm,PubMed,1
predisposes_to_condition,Microtubule-Associated Proteins,gngm,PubMed,1
predisposes_to_condition,MIR373 wt Allele,gngm,PubMed,1
predisposes_to_condition,MMP,gngm,PubMed,1
predisposes_to_condition,multicatalytic endopeptidase complex,gngm,PubMed,1
predisposes_to_condition,mutant gene,gngm,PubMed,1
preventative_for_condition,mutant gene,gngm,PubMed,1
preventative_for_condition,NFAT Transcription Factor 2,gngm,PubMed,1
predisposes_to_condition,NPPA wt Allele,gngm,PubMed,1
predisposes_to_condition,Open Reading Frames,gngm,PubMed,1
predisposes_to_condition,ORNITHINE CARBAMOYLTRANSFERASE,gngm,PubMed,1
predisposes_to_condition,Orthologous Gene,gngm,PubMed,1
predisposes_to_condition,Oxidoreductase,gngm,PubMed,1
predisposes_to_condition,Plasminogen,gngm,PubMed,1
predisposes_to_condition,PPAR gamma,gngm,PubMed,1
predisposes_to_condition,PROTEIN KINASE,gngm,PubMed,1
predisposes_to_condition,Protein Kinase C,gngm,PubMed,1
predisposes_to_condition,Proteome,gngm,PubMed,1
predisposes_to_condition,receptor for advanced glycation endproducts,gngm,PubMed,1
predisposes_to_condition,Receptor Gene,gngm,PubMed,1
predisposes_to_condition,secretase,gngm,PubMed,1
predisposes_to_condition,Signaling Protein,gngm,PubMed,1
preventative_for_condition,Signaling Protein,gngm,PubMed,1
preventative_for_condition,Somatomedins,gngm,PubMed,1
preventative_for_condition,Somatostatin Receptor,gngm,PubMed,1
predisposes_to_condition,Sterol O-Acyltransferase,gngm,PubMed,1
preventative_for_condition,Superoxide Dismutase,gngm,PubMed,1
predisposes_to_condition,syntaxin 8,gngm,PubMed,1
predisposes_to_condition,Tissue-Inhibitor of Metalloproteinase-1,gngm,PubMed,1
predisposes_to_condition,Translocase Gene,gngm,PubMed,1
predisposes_to_condition,Vitamin D3 Receptor,gngm,PubMed,1
preventative_for_condition,Challenge,hlca_hlca,PubMed,1
preventative_for_condition,co-treatment,hlca_hlca,PubMed,1
preventative_for_condition,Evaluation,hlca_hlca,PubMed,1
preventative_for_condition,Evaluation procedure,hlca_hlca,PubMed,1
preventative_for_condition,follow-up,hlca_hlca,PubMed,1
preventative_for_condition,Health Services,hlca_hlca,PubMed,1
NEG_PREVENTS,Intervention regimes,hlca_hlca,PubMed,1
preventative_for_condition,Intervention regimes,hlca_hlca,PubMed,1
preventative_for_condition,long-term care,hlca_hlca,PubMed,1
preventative_for_condition,Medical service,hlca_hlca,PubMed,1
predisposes_to_condition,Medication dosage tapering,hlca_hlca,PubMed,1
preventative_for_condition,Patient referral,hlca_hlca,PubMed,1
preventative_for_condition,Risk Assessment,hlca_hlca,PubMed,1
preventative_for_condition,Screening procedure,hlca_hlca,PubMed,1
predisposes_to_condition,Spinal Puncture,hlca_hlca,PubMed,1
preventative_for_condition,case control,hlca,PubMed,1
preventative_for_condition,Health Planning,hlca,PubMed,1
preventative_for_condition,Health Promotion,hlca,PubMed,1
preventative_for_condition,Nutritional Intervention,hlca,PubMed,1
predisposes_to_condition,Cigarette smoke (substance),hops_hops,PubMed,1
predisposes_to_condition,Insecticides,hops_hops,PubMed,1
predisposes_to_condition,Pesticides,hops_hops,PubMed,1
predisposes_to_condition,Poisons,hops_hops,PubMed,1
predisposes_to_condition,Sulfur Dioxide,hops_inch_hops,PubMed,1
predisposes_to_condition,Carbon Monoxide,hops_inch_inch,PubMed,1
preventative_for_condition,Alar,hops_orch_hops,PubMed,1
predisposes_to_condition,Dichlorodiphenyl Dichloroethylene,hops_orch_hops,PubMed,1
predisposes_to_condition,Endotoxins,hops_orch_hops,PubMed,1
preventative_for_condition,Hydroxyindoleacetic Acid,hops_orch_orch,PubMed,1
NEG_PREVENTS,Nicotine,hops_orch_orch,PubMed,1
predisposes_to_condition,Nicotine,hops_orch_orch,PubMed,1
preventative_for_condition,Nicotine,hops_orch_orch,PubMed,1
preventative_for_condition,Tobacco,hops_orch_orch,PubMed,1
predisposes_to_condition,Formaldehyde,hops_orch_phsu_hops,PubMed,1
predisposes_to_condition,Warfarin,hops_orch_phsu_hops,PubMed,1
predisposes_to_condition,Air Pollutants,hops,PubMed,1
predisposes_to_condition,beta-hexachlorocyclohexane,hops,PubMed,1
predisposes_to_condition,Chlorpyrifos,hops,PubMed,1
predisposes_to_condition,DDT (Insecticide),hops,PubMed,1
predisposes_to_condition,Dieldrin,hops,PubMed,1
predisposes_to_condition,Diesel Exhaust,hops,PubMed,1
predisposes_to_condition,Environmental Pollutants,hops,PubMed,1
predisposes_to_condition,Herbicides,hops,PubMed,1
preventative_for_condition,Hydrogen Sulfide,hops,PubMed,1
predisposes_to_condition,Neurotoxins,hops,PubMed,1
preventative_for_condition,psychoactive substances,hops,PubMed,1
preventative_for_condition,Smoking tobacco,hops,PubMed,1
predisposes_to_condition,Uremic Toxins,hops,PubMed,1
predisposes_to_condition,Hormones,horm_horm,PubMed,1
predisposes_to_condition,Thyroid Hormones,horm_horm,PubMed,1
predisposes_to_condition,Glucocorticoids,horm_orch_horm,PubMed,1
NEG_PREVENTS,Estradiol,horm_orch_phsu_horm,PubMed,1
predisposes_to_condition,Estradiol,horm_orch_phsu_horm,PubMed,1
preventative_for_condition,Estradiol,horm_orch_phsu_horm,PubMed,1
NEG_PREVENTS,Estrogens,horm_orch_phsu_horm,PubMed,1
predisposes_to_condition,Estrogens,horm_orch_phsu_horm,PubMed,1
preventative_for_condition,Estrogens,horm_orch_phsu_horm,PubMed,1
NEG_PREDISPOSES,Hydrocortisone,horm_orch_phsu_horm,PubMed,1
predisposes_to_condition,Hydrocortisone,horm_orch_phsu_horm,PubMed,1
NEG_PREVENTS,Progesterone,horm_orch_phsu_horm,PubMed,1
predisposes_to_condition,Progesterone,horm_orch_phsu_horm,PubMed,1
preventative_for_condition,Prostaglandins,horm_orch_phsu_horm,PubMed,1
predisposes_to_condition,Tace,horm_orch_phsu_horm,PubMed,1
predisposes_to_condition,Testosterone,horm_orch_phsu_horm,PubMed,1
preventative_for_condition,Testosterone,horm_orch_phsu_horm,PubMed,1
predisposes_to_condition,Melatonin,horm_orch_phsu_orch,PubMed,1
preventative_for_condition,Melatonin,horm_orch_phsu_orch,PubMed,1
predisposes_to_condition,Androgens,horm,PubMed,1
preventative_for_condition,Androgens,horm,PubMed,1
NEG_PREDISPOSES,dehydroepiandrosterone,horm,PubMed,1
preventative_for_condition,dehydroepiandrosterone,horm,PubMed,1
preventative_for_condition,estradiol 3-benzoate,horm,PubMed,1
preventative_for_condition,Estrogenic,horm,PubMed,1
predisposes_to_condition,Free testosterone,horm,PubMed,1
preventative_for_condition,Free testosterone,horm,PubMed,1
preventative_for_condition,GLP-1 Receptor Agonist [EPC],horm,PubMed,1
predisposes_to_condition,Gonadal Steroid Hormones,horm,PubMed,1
predisposes_to_condition,Leptin,horm,PubMed,1
preventative_for_condition,Leptin,horm,PubMed,1
preventative_for_condition,liraglutide,horm,PubMed,1
preventative_for_condition,Neurohormones,horm,PubMed,1
preventative_for_condition,Phytoestrogens,horm,PubMed,1
predisposes_to_condition,reproductive hormone,horm,PubMed,1
predisposes_to_condition,Steroidal Estrogen,horm,PubMed,1
predisposes_to_condition,neuronal,imft_imft,PubMed,1
preventative_for_condition,neuronal,imft_imft,PubMed,1
preventative_for_condition,BCG Vaccine,imft_phsu_imft,PubMed,1
preventative_for_condition,dendritic cell vaccine,imft_phsu_imft,PubMed,1
predisposes_to_condition,"Immunoglobulin A, Human",imft_phsu_imft,PubMed,1
preventative_for_condition,Immunologic Adjuvants,imft_phsu_imft,PubMed,1
predisposes_to_condition,Vaccines,imft_phsu_imft,PubMed,1
preventative_for_condition,Vaccines,imft_phsu_imft,PubMed,1
preventative_for_condition,Immunosuppressive Agents,imft_phsu_phsu,PubMed,1
predisposes_to_condition,Agglutinins,imft,PubMed,1
preventative_for_condition,anti-leprosy vaccine,imft,PubMed,1
preventative_for_condition,Choleragenoid,imft,PubMed,1
predisposes_to_condition,Epitopes,imft,PubMed,1
preventative_for_condition,Epitopes,imft,PubMed,1
NEG_PREDISPOSES,Human leukocyte antigen allele,imft,PubMed,1
predisposes_to_condition,Immunomodulators,imft,PubMed,1
preventative_for_condition,"Vaccines, Edible",imft,PubMed,1
preventative_for_condition,Zostavax,imft,PubMed,1
predisposes_to_condition,Alcohol consumption,inbe_inbe,PubMed,1
predisposes_to_condition,Behavioral change,inbe_inbe,PubMed,1
predisposes_to_condition,Behaviorial Habits,inbe_inbe,PubMed,1
predisposes_to_condition,Conflict (Psychology),inbe_inbe,PubMed,1
predisposes_to_condition,Curiosity,inbe_inbe,PubMed,1
predisposes_to_condition,Dietary Habits,inbe_inbe,PubMed,1
predisposes_to_condition,Female Homosexuality,inbe_inbe,PubMed,1
NEG_PREDISPOSES,Performance,inbe_inbe,PubMed,1
predisposes_to_condition,Performance,inbe_inbe,PubMed,1
predisposes_to_condition,skill,inbe_inbe,PubMed,1
NEG_PREDISPOSES,Smoking,inbe_inbe,PubMed,1
predisposes_to_condition,Smoking,inbe_inbe,PubMed,1
predisposes_to_condition,Tobacco use,inbe_inbe,PubMed,1
NEG_PREDISPOSES,Academic achievement,inbe,PubMed,1
predisposes_to_condition,Academic achievement,inbe,PubMed,1
NEG_PREDISPOSES,Achievement,inbe,PubMed,1
predisposes_to_condition,Achievement,inbe,PubMed,1
NEG_PREDISPOSES,Cigarette smoker,inbe,PubMed,1
predisposes_to_condition,defensiveness,inbe,PubMed,1
predisposes_to_condition,Disclosure,inbe,PubMed,1
predisposes_to_condition,Health behavior,inbe,PubMed,1
predisposes_to_condition,Healthy Lifestyle,inbe,PubMed,1
predisposes_to_condition,impression,inbe,PubMed,1
predisposes_to_condition,membership,inbe,PubMed,1
predisposes_to_condition,Milk intake,inbe,PubMed,1
predisposes_to_condition,moderate drinking,inbe,PubMed,1
predisposes_to_condition,participation,inbe,PubMed,1
predisposes_to_condition,planned behavior,inbe,PubMed,1
predisposes_to_condition,Sexism,inbe,PubMed,1
predisposes_to_condition,Metals,inch_inch,PubMed,1
preventative_for_condition,Hydrogen Peroxide,inch_irda_phsu_phsu,PubMed,1
predisposes_to_condition,Cisplatin,inch_phsu_inch,PubMed,1
predisposes_to_condition,Water,inch_phsu_inch,PubMed,1
predisposes_to_condition,Aluminum salts,inch,PubMed,1
predisposes_to_condition,COLLOIDAL SILVER,inch,PubMed,1
preventative_for_condition,Lithium salt,inch,PubMed,1
predisposes_to_condition,ORALIT,inch,PubMed,1
predisposes_to_condition,Fluorodeoxyglucose F18,irda_orch_orch,PubMed,1
preventative_for_condition,Fluorodeoxyglucose F18,irda_orch_orch,PubMed,1
preventative_for_condition,Methylene blue,irda_orch_phsu_orch,PubMed,1
predisposes_to_condition,Radiopharmaceuticals,irda_phsu_phsu,PubMed,1
predisposes_to_condition,Acrolein,irda,PubMed,1
predisposes_to_condition,Curcumin,irda,PubMed,1
preventative_for_condition,Curcumin,irda,PubMed,1
preventative_for_condition,"ethyl 4-azidophenyl-1,4-dithiobutyrimidate",irda,PubMed,1
predisposes_to_condition,GL 2,irda,PubMed,1
predisposes_to_condition,False Positive,lbtr_lbtr,PubMed,1
predisposes_to_condition,Finding of blood glucose level,lbtr_lbtr,PubMed,1
predisposes_to_condition,serum glucose level,lbtr_lbtr,PubMed,1
predisposes_to_condition,Test Result,lbtr_lbtr,PubMed,1
predisposes_to_condition,Bone Density,lbtr,PubMed,1
predisposes_to_condition,Cortisol level,lbtr,PubMed,1
predisposes_to_condition,Fasting blood sugar result,lbtr,PubMed,1
predisposes_to_condition,"Genetic Information, Personal",lbtr,PubMed,1
predisposes_to_condition,Helicobacter pylori Positive,lbtr,PubMed,1
predisposes_to_condition,Plasma glucose result,lbtr,PubMed,1
predisposes_to_condition,Proteomic Profile,lbtr,PubMed,1
predisposes_to_condition,Serum Calcium Level,lbtr,PubMed,1
predisposes_to_condition,Vascular measure,lbtr,PubMed,1
predisposes_to_condition,adrenic acid,lipd,PubMed,1
predisposes_to_condition,alpha Tocopherol,lipd,PubMed,1
preventative_for_condition,alpha Tocopherol,lipd,PubMed,1
predisposes_to_condition,blood lipid,lipd,PubMed,1
preventative_for_condition,branched chain fatty acid,lipd,PubMed,1
predisposes_to_condition,Ceramides,lipd,PubMed,1
predisposes_to_condition,cholinephospholipids,lipd,PubMed,1
preventative_for_condition,Coconut Oil,lipd,PubMed,1
predisposes_to_condition,Dietary Fats,lipd,PubMed,1
predisposes_to_condition,dihydroceramide,lipd,PubMed,1
predisposes_to_condition,"Fatty Acids, Unsaturated",lipd,PubMed,1
predisposes_to_condition,Glycosphingolipids,lipd,PubMed,1
preventative_for_condition,linoleates,lipd,PubMed,1
predisposes_to_condition,Lysophosphatidylcholines,lipd,PubMed,1
predisposes_to_condition,Lysophospholipids,lipd,PubMed,1
preventative_for_condition,monophosphoryl lipid A,lipd,PubMed,1
predisposes_to_condition,Phosphatidylserines,lipd,PubMed,1
predisposes_to_condition,Plasmalogens,lipd,PubMed,1
preventative_for_condition,Plasmalogens,lipd,PubMed,1
predisposes_to_condition,saturated fat,lipd,PubMed,1
predisposes_to_condition,Sphingolipids,lipd,PubMed,1
predisposes_to_condition,stearic acid,lipd,PubMed,1
predisposes_to_condition,Tocotrienols,lipd,PubMed,1
preventative_for_condition,Tocotrienols,lipd,PubMed,1
preventative_for_condition,Bands,medd_medd,PubMed,1
preventative_for_condition,Cup Device Component,medd_medd,PubMed,1
preventative_for_condition,Implants,medd_medd,PubMed,1
preventative_for_condition,Probes,medd_medd,PubMed,1
preventative_for_condition,Stimulator,medd_medd,PubMed,1
preventative_for_condition,Advance,medd,PubMed,1
preventative_for_condition,Drug Delivery Systems,medd,PubMed,1
preventative_for_condition,Maxillary left second premolar abutment,medd,PubMed,1
preventative_for_condition,Screens,medd,PubMed,1
preventative_for_condition,"Sensors, Oxygen",medd,PubMed,1
predisposes_to_condition,desire,menp_menp,PubMed,1
predisposes_to_condition,impulse control,menp,PubMed,1
predisposes_to_condition,Apathy,mobd_mobd,PubMed,1
predisposes_to_condition,Dementia,mobd_mobd,PubMed,1
predisposes_to_condition,Depressive disorder,mobd_mobd,PubMed,1
predisposes_to_condition,Hyperactive behavior,mobd_mobd,PubMed,1
NEG_PREDISPOSES,Impaired cognition,mobd_mobd,PubMed,1
predisposes_to_condition,Impaired cognition,mobd_mobd,PubMed,1
NEG_PREDISPOSES,opioid use,mobd_mobd,PubMed,1
predisposes_to_condition,opioid use,mobd_mobd,PubMed,1
predisposes_to_condition,"Alzheimer Disease, Late Onset",mobd,PubMed,1
predisposes_to_condition,Neurotic Disorders,mobd,PubMed,1
predisposes_to_condition,RNA,nnon_nnon,PubMed,1
preventative_for_condition,Acyclovir,nnon_phsu_nnon,PubMed,1
predisposes_to_condition,8-hydroxy-2'-deoxyguanosine,nnon,PubMed,1
NEG_PREVENTS,adenosine receptor antagonist,nnon,PubMed,1
preventative_for_condition,adenosine receptor antagonist,nnon,PubMed,1
predisposes_to_condition,Cell-Free RNA,nnon,PubMed,1
predisposes_to_condition,RNA Sequence,nnon,PubMed,1
predisposes_to_condition,Flow,npop_npop,PubMed,1
NEG_PREDISPOSES,Neurotransmitters,nsba,PubMed,1
preventative_for_condition,Neurotransmitters,nsba,PubMed,1
predisposes_to_condition,Quinolinic Acid,nsba,PubMed,1
preventative_for_condition,Spermidine,nsba,PubMed,1
preventative_for_condition,Spermine,nsba,PubMed,1
predisposes_to_condition,DNA Sequence,nusq_nusq,PubMed,1
NEG_PREDISPOSES,Single Nucleotide Polymorphism,nusq_nusq,PubMed,1
predisposes_to_condition,Single Nucleotide Polymorphism,nusq_nusq,PubMed,1
predisposes_to_condition,12p13,nusq,PubMed,1
predisposes_to_condition,chromosome 11q,nusq,PubMed,1
predisposes_to_condition,Regulatory sequence,nusq,PubMed,1
predisposes_to_condition,Single Nucleotide Variant,nusq,PubMed,1
predisposes_to_condition,Transcriptome,nusq,PubMed,1
NEG_PREDISPOSES,Phosphorylcholine,opco,PubMed,1
predisposes_to_condition,Blood Glucose,orch_orch,PubMed,1
predisposes_to_condition,Epoxyeicosatrienoic Acid,orch_orch,PubMed,1
predisposes_to_condition,Ketones,orch_orch,PubMed,1
preventative_for_condition,Ketones,orch_orch,PubMed,1
predisposes_to_condition,Lipids,orch_orch,PubMed,1
preventative_for_condition,Lipids,orch_orch,PubMed,1
predisposes_to_condition,Lipopolysaccharides,orch_orch,PubMed,1
predisposes_to_condition,Nonesterified Fatty Acids,orch_orch,PubMed,1
preventative_for_condition,Oils,orch_orch,PubMed,1
predisposes_to_condition,sphingosine 1-phosphate,orch_orch,PubMed,1
predisposes_to_condition,Steroids,orch_orch,PubMed,1
preventative_for_condition,Steroids,orch_orch,PubMed,1
predisposes_to_condition,Aspirin,orch_phsu_orch,PubMed,1
preventative_for_condition,Aspirin,orch_phsu_orch,PubMed,1
preventative_for_condition,Atenolol,orch_phsu_orch,PubMed,1
predisposes_to_condition,Atropine,orch_phsu_orch,PubMed,1
NEG_PREDISPOSES,Benzodiazepines,orch_phsu_orch,PubMed,1
predisposes_to_condition,Benzodiazepines,orch_phsu_orch,PubMed,1
preventative_for_condition,Bumetanide,orch_phsu_orch,PubMed,1
predisposes_to_condition,Caffeine,orch_phsu_orch,PubMed,1
preventative_for_condition,Caffeine,orch_phsu_orch,PubMed,1
preventative_for_condition,candesartan,orch_phsu_orch,PubMed,1
preventative_for_condition,Cannabinoids,orch_phsu_orch,PubMed,1
preventative_for_condition,Capsaicin,orch_phsu_orch,PubMed,1
preventative_for_condition,Cardiac Glycosides,orch_phsu_orch,PubMed,1
preventative_for_condition,Cholinesterase Inhibitors,orch_phsu_orch,PubMed,1
predisposes_to_condition,Codeine,orch_phsu_orch,PubMed,1
preventative_for_condition,cyclen,orch_phsu_orch,PubMed,1
preventative_for_condition,Cyclooxygenase 2 Inhibitors,orch_phsu_orch,PubMed,1
preventative_for_condition,Diclofenac,orch_phsu_orch,PubMed,1
preventative_for_condition,donepezil,orch_phsu_orch,PubMed,1
preventative_for_condition,Doxazosin,orch_phsu_orch,PubMed,1
NEG_PREDISPOSES,Ethanol,orch_phsu_orch,PubMed,1
predisposes_to_condition,Ethanol,orch_phsu_orch,PubMed,1
preventative_for_condition,Ethanol,orch_phsu_orch,PubMed,1
preventative_for_condition,ezetimibe,orch_phsu_orch,PubMed,1
preventative_for_condition,febuxostat,orch_phsu_orch,PubMed,1
preventative_for_condition,Fluoxetine,orch_phsu_orch,PubMed,1
NEG_PREVENTS,Hydroxymethylglutaryl-CoA Reductase Inhibitors,orch_phsu_orch,PubMed,1
predisposes_to_condition,Hydroxymethylglutaryl-CoA Reductase Inhibitors,orch_phsu_orch,PubMed,1
preventative_for_condition,Hydroxymethylglutaryl-CoA Reductase Inhibitors,orch_phsu_orch,PubMed,1
predisposes_to_condition,Ibuprofen,orch_phsu_orch,PubMed,1
preventative_for_condition,Ibuprofen,orch_phsu_orch,PubMed,1
predisposes_to_condition,Marihuana,orch_phsu_orch,PubMed,1
preventative_for_condition,Marihuana,orch_phsu_orch,PubMed,1
predisposes_to_condition,Memantine,orch_phsu_orch,PubMed,1
preventative_for_condition,Memantine,orch_phsu_orch,PubMed,1
NEG_PREVENTS,Metformin,orch_phsu_orch,PubMed,1
predisposes_to_condition,Metformin,orch_phsu_orch,PubMed,1
preventative_for_condition,Metformin,orch_phsu_orch,PubMed,1
preventative_for_condition,Metformin hydrochloride,orch_phsu_orch,PubMed,1
preventative_for_condition,montelukast,orch_phsu_orch,PubMed,1
NEG_PREDISPOSES,Naproxen,orch_phsu_orch,PubMed,1
NEG_PREVENTS,Naproxen,orch_phsu_orch,PubMed,1
preventative_for_condition,Naproxen,orch_phsu_orch,PubMed,1
preventative_for_condition,Naproxen sodium,orch_phsu_orch,PubMed,1
predisposes_to_condition,octanoic acid,orch_phsu_orch,PubMed,1
preventative_for_condition,Phenytoin,orch_phsu_orch,PubMed,1
preventative_for_condition,pioglitazone,orch_phsu_orch,PubMed,1
preventative_for_condition,Pravastatin,orch_phsu_orch,PubMed,1
preventative_for_condition,Procaine,orch_phsu_orch,PubMed,1
predisposes_to_condition,Raloxifene,orch_phsu_orch,PubMed,1
preventative_for_condition,Raloxifene,orch_phsu_orch,PubMed,1
predisposes_to_condition,Ramipril,orch_phsu_orch,PubMed,1
predisposes_to_condition,Risperidone,orch_phsu_orch,PubMed,1
predisposes_to_condition,rivastigmine,orch_phsu_orch,PubMed,1
preventative_for_condition,rosiglitazone,orch_phsu_orch,PubMed,1
preventative_for_condition,rosuvastatin,orch_phsu_orch,PubMed,1
predisposes_to_condition,sevoflurane,orch_phsu_orch,PubMed,1
preventative_for_condition,silybin,orch_phsu_orch,PubMed,1
predisposes_to_condition,Simvastatin,orch_phsu_orch,PubMed,1
predisposes_to_condition,sitagliptin,orch_phsu_orch,PubMed,1
predisposes_to_condition,Sugars,orch_phsu_orch,PubMed,1
predisposes_to_condition,tenocyclidine,orch_phsu_orch,PubMed,1
predisposes_to_condition,Tetrahydrocannabinol,orch_phsu_orch,PubMed,1
preventative_for_condition,Thiazide Diuretics,orch_phsu_orch,PubMed,1
preventative_for_condition,Thiazides,orch_phsu_orch,PubMed,1
preventative_for_condition,Valproic Acid,orch_phsu_orch,PubMed,1
predisposes_to_condition,valsartan,orch_phsu_orch,PubMed,1
predisposes_to_condition,zolpidem,orch_phsu_orch,PubMed,1
preventative_for_condition,Cannabidiol,orch_phsu_phsu,PubMed,1
preventative_for_condition,Dapsone,orch_phsu_phsu,PubMed,1
preventative_for_condition,Fish Oils,orch_phsu_phsu,PubMed,1
preventative_for_condition,Indomethacin,orch_phsu_phsu,PubMed,1
preventative_for_condition,Low-Dose Aspirin,orch_phsu_phsu,PubMed,1
NEG_PREDISPOSES,Methotrexate,orch_phsu_phsu,PubMed,1
predisposes_to_condition,Metric,orch_phsu_phsu,PubMed,1
predisposes_to_condition,Propofol,orch_phsu_phsu,PubMed,1
preventative_for_condition,rasagiline,orch_phsu_phsu,PubMed,1
predisposes_to_condition,Scopolamine,orch_phsu_phsu,PubMed,1
preventative_for_condition,sildenafil,orch_phsu_phsu,PubMed,1
NEG_PREVENTS,Ascorbic Acid,orch_phsu_vita_orch,PubMed,1
predisposes_to_condition,Ascorbic Acid,orch_phsu_vita_orch,PubMed,1
preventative_for_condition,Ascorbic Acid,orch_phsu_vita_orch,PubMed,1
NEG_PREDISPOSES,Folate,orch_phsu_vita_orch,PubMed,1
predisposes_to_condition,Folate,orch_phsu_vita_orch,PubMed,1
preventative_for_condition,Folate,orch_phsu_vita_orch,PubMed,1
predisposes_to_condition,Folic Acid,orch_phsu_vita_orch,PubMed,1
predisposes_to_condition,Multivitamin preparation,orch_phsu_vita_orch,PubMed,1
NEG_PREDISPOSES,Niacin,orch_phsu_vita_orch,PubMed,1
preventative_for_condition,Niacin,orch_phsu_vita_orch,PubMed,1
NEG_PREDISPOSES,Vitamin B 12,orch_phsu_vita_orch,PubMed,1
predisposes_to_condition,Vitamin B 12,orch_phsu_vita_orch,PubMed,1
preventative_for_condition,Vitamin B 12,orch_phsu_vita_orch,PubMed,1
NEG_PREDISPOSES,Vitamin B6,orch_phsu_vita_orch,PubMed,1
predisposes_to_condition,Vitamin B6,orch_phsu_vita_orch,PubMed,1
preventative_for_condition,Vitamin B6,orch_phsu_vita_orch,PubMed,1
predisposes_to_condition,Vitamins,orch_phsu_vita_orch,PubMed,1
preventative_for_condition,Vitamins,orch_phsu_vita_orch,PubMed,1
predisposes_to_condition,Ergocalciferol,orch_phsu_vita_phsu,PubMed,1
preventative_for_condition,Ergocalciferol,orch_phsu_vita_phsu,PubMed,1
NEG_PREVENTS,Vitamin A,orch_phsu_vita_phsu,PubMed,1
predisposes_to_condition,Vitamin A,orch_phsu_vita_phsu,PubMed,1
preventative_for_condition,Vitamin A,orch_phsu_vita_phsu,PubMed,1
NEG_PREDISPOSES,Vitamin D,orch_phsu_vita_phsu,PubMed,1
predisposes_to_condition,Vitamin D,orch_phsu_vita_phsu,PubMed,1
preventative_for_condition,Vitamin D,orch_phsu_vita_phsu,PubMed,1
NEG_PREVENTS,Vitamin E,orch_phsu_vita_phsu,PubMed,1
predisposes_to_condition,Vitamin E,orch_phsu_vita_phsu,PubMed,1
preventative_for_condition,Vitamin E,orch_phsu_vita_phsu,PubMed,1
predisposes_to_condition,Thiamine Pyrophosphate,orch_phsu_vita_vita,PubMed,1
preventative_for_condition,Thiamine,orch_vita_orch,PubMed,1
predisposes_to_condition,Vitamin B Complex,orch_vita_orch,PubMed,1
preventative_for_condition,Vitamin B Complex,orch_vita_orch,PubMed,1
preventative_for_condition,1-methylpyridinium,orch,PubMed,1
predisposes_to_condition,1-piperidinocyclohexanecarbonitrile,orch,PubMed,1
predisposes_to_condition,"1,2-di-(4-sulfamidophenyl)-4-butylpyrazolidine-3,5-dione",orch,PubMed,1
preventative_for_condition,2-Oxoglutarate,orch,PubMed,1
preventative_for_condition,"3,3',4,5'-tetrahydroxystilbene",orch,PubMed,1
preventative_for_condition,4-(4-(3-adamantan-1-ylureido)cyclohexyloxy)benzoic acid,orch,PubMed,1
predisposes_to_condition,4-iodobenzenesulfonamide,orch,PubMed,1
preventative_for_condition,abiraterone acetate,orch,PubMed,1
preventative_for_condition,albiflorin,orch,PubMed,1
preventative_for_condition,Alkaloids,orch,PubMed,1
predisposes_to_condition,Amides,orch,PubMed,1
preventative_for_condition,Angelica sinensis preparation,orch,PubMed,1
preventative_for_condition,Anthocyanidins,orch,PubMed,1
predisposes_to_condition,Anthocyanins,orch,PubMed,1
preventative_for_condition,Anthocyanins,orch,PubMed,1
preventative_for_condition,Anthraquinones,orch,PubMed,1
preventative_for_condition,Aromatic Compounds,orch,PubMed,1
NEG_PREVENTS,ascorbate,orch,PubMed,1
predisposes_to_condition,ascorbate,orch,PubMed,1
preventative_for_condition,astaxanthine,orch,PubMed,1
preventative_for_condition,Berberine,orch,PubMed,1
NEG_PREVENTS,Beta Carotene,orch,PubMed,1
predisposes_to_condition,Beta Carotene,orch,PubMed,1
preventative_for_condition,Beta Carotene,orch,PubMed,1
preventative_for_condition,Betaine,orch,PubMed,1
preventative_for_condition,bexarotene,orch,PubMed,1
preventative_for_condition,bilobalide,orch,PubMed,1
preventative_for_condition,Biotin,orch,PubMed,1
preventative_for_condition,Bran,orch,PubMed,1
preventative_for_condition,brazilin,orch,PubMed,1
predisposes_to_condition,BUTYROLACTONE,orch,PubMed,1
preventative_for_condition,caffeoylquinic acid,orch,PubMed,1
predisposes_to_condition,Carboxylic Acids,orch,PubMed,1
preventative_for_condition,Carboxylic Acids,orch,PubMed,1
preventative_for_condition,carveol,orch,PubMed,1
NEG_PREVENTS,celecoxib,orch,PubMed,1
preventative_for_condition,celecoxib,orch,PubMed,1
preventative_for_condition,chrysin,orch,PubMed,1
predisposes_to_condition,Compete,orch,PubMed,1
preventative_for_condition,CP 113818,orch,PubMed,1
preventative_for_condition,crocin,orch,PubMed,1
preventative_for_condition,cryptotanshinone,orch,PubMed,1
preventative_for_condition,cyanidin 3-O-glucoside,orch,PubMed,1
preventative_for_condition,cyclam,orch,PubMed,1
predisposes_to_condition,daphnetin,orch,PubMed,1
NEG_PREDISPOSES,Debrisoquin,orch,PubMed,1
predisposes_to_condition,decanoylcarnitine,orch,PubMed,1
preventative_for_condition,dexibuprofen,orch,PubMed,1
