assay	gene	mouse_symbol	human	human_symbol	human_taxonomy	osd	mouse_entrez	human_entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66603	Gemin2	http://www.ncbi.nlm.nih.gov/gene/8487	GEMIN2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66603	8487
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66606	Lrrc57	http://www.ncbi.nlm.nih.gov/gene/255252	LRRC57	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66606	255252
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66609	Cryzl1	http://www.ncbi.nlm.nih.gov/gene/9946	CRYZL1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66609	9946
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66614	Gpatch4	http://www.ncbi.nlm.nih.gov/gene/54865	GPATCH4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66614	54865
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66616	Snx9	http://www.ncbi.nlm.nih.gov/gene/51429	SNX9	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66616	51429
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66618	Snrnp27	http://www.ncbi.nlm.nih.gov/gene/11017	SNRNP27	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66618	11017
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66622	Ubr7	http://www.ncbi.nlm.nih.gov/gene/55148	UBR7	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66622	55148
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66625	Pnisr	http://www.ncbi.nlm.nih.gov/gene/25957	PNISR	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66625	25957
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66628	Thg1l	http://www.ncbi.nlm.nih.gov/gene/54974	THG1L	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66628	54974
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66629	Golph3	http://www.ncbi.nlm.nih.gov/gene/64083	GOLPH3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66629	64083
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66631	Mfsd14b	http://www.ncbi.nlm.nih.gov/gene/84641	MFSD14B	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66631	84641
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/666311	Zscan25	http://www.ncbi.nlm.nih.gov/gene/221785	ZSCAN25	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	666311	221785
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66632	Dph6	http://www.ncbi.nlm.nih.gov/gene/89978	DPH6	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66632	89978
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66642	Ctnnbl1	http://www.ncbi.nlm.nih.gov/gene/56259	CTNNBL1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66642	56259
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66645	Pspc1	http://www.ncbi.nlm.nih.gov/gene/55269	PSPC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66645	55269
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66646	Rpe	http://www.ncbi.nlm.nih.gov/gene/6120	RPE	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66646	6120
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66646	Rpe	http://www.ncbi.nlm.nih.gov/gene/729020	RPEL1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66646	729020
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66653	Brf2	http://www.ncbi.nlm.nih.gov/gene/55290	BRF2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66653	55290
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66661	Srp72	http://www.ncbi.nlm.nih.gov/gene/6731	SRP72	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66661	6731
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66676	Tmed7	http://www.ncbi.nlm.nih.gov/gene/100302736	TMED7-TICAM2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66676	100302736
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66676	Tmed7	http://www.ncbi.nlm.nih.gov/gene/51014	TMED7	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66676	51014
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66679	Rae1	http://www.ncbi.nlm.nih.gov/gene/8480	RAE1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66679	8480
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66684	Tceal8	http://www.ncbi.nlm.nih.gov/gene/90843	TCEAL8	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66684	90843
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66686	Dcbld1	http://www.ncbi.nlm.nih.gov/gene/285761	DCBLD1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66686	285761
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66687	Tbc1d15	http://www.ncbi.nlm.nih.gov/gene/64786	TBC1D15	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66687	64786
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66690	Tmem186	http://www.ncbi.nlm.nih.gov/gene/25880	TMEM186	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66690	25880
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66694	Uqcrfs1	http://www.ncbi.nlm.nih.gov/gene/7386	UQCRFS1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66694	7386
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66701	Spryd4	http://www.ncbi.nlm.nih.gov/gene/283377	SPRYD4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66701	283377
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66705	Dnase1l2	http://www.ncbi.nlm.nih.gov/gene/1775	DNASE1L2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66705	1775
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66706	Ndufaf3	http://www.ncbi.nlm.nih.gov/gene/25915	NDUFAF3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66706	25915
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66711	Sbds	http://www.ncbi.nlm.nih.gov/gene/51119	SBDS	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66711	51119
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66724	Tab3	http://www.ncbi.nlm.nih.gov/gene/257397	TAB3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66724	257397
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66734	Map1lc3a	http://www.ncbi.nlm.nih.gov/gene/84557	MAP1LC3A	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66734	84557
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66736	Emc2	http://www.ncbi.nlm.nih.gov/gene/9694	EMC2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66736	9694
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66743	Rnf220	http://www.ncbi.nlm.nih.gov/gene/55182	RNF220	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66743	55182
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66753	Erlec1	http://www.ncbi.nlm.nih.gov/gene/27248	ERLEC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66753	27248
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66756	Cfap97	http://www.ncbi.nlm.nih.gov/gene/57587	CFAP97	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66756	57587
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66757	Adat2	http://www.ncbi.nlm.nih.gov/gene/134637	ADAT2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66757	134637
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66787	Gskip	http://www.ncbi.nlm.nih.gov/gene/51527	GSKIP	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66787	51527
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66795	Atg10	http://www.ncbi.nlm.nih.gov/gene/83734	ATG10	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66795	83734
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66797	Cntnap2	http://www.ncbi.nlm.nih.gov/gene/26047	CNTNAP2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66797	26047
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66799	Ube2w	http://www.ncbi.nlm.nih.gov/gene/55284	UBE2W	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66799	55284
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66810	Rbm22	http://www.ncbi.nlm.nih.gov/gene/55696	RBM22	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66810	55696
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/668158	Ccdc85c	http://www.ncbi.nlm.nih.gov/gene/317762	CCDC85C	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	668158	317762
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/668173	Pex10	http://www.ncbi.nlm.nih.gov/gene/5192	PEX10	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	668173	5192
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66818	Smim7	http://www.ncbi.nlm.nih.gov/gene/79086	SMIM7	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66818	79086
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/668218	Bin2	http://www.ncbi.nlm.nih.gov/gene/51411	BIN2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	668218	51411
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66827	Ttc1	http://www.ncbi.nlm.nih.gov/gene/7265	TTC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66827	7265
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66839	Dele1	http://www.ncbi.nlm.nih.gov/gene/9812	DELE1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66839	9812
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66840	Wdr45b	http://www.ncbi.nlm.nih.gov/gene/56270	WDR45B	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66840	56270
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66841	Etfdh	http://www.ncbi.nlm.nih.gov/gene/2110	ETFDH	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66841	2110
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66845	Mrpl33	http://www.ncbi.nlm.nih.gov/gene/9553	MRPL33	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66845	9553
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66849	Ppp1r2	http://www.ncbi.nlm.nih.gov/gene/153743	PPP1R2B	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66849	153743
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66849	Ppp1r2	http://www.ncbi.nlm.nih.gov/gene/5504	PPP1R2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66849	5504
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66853	Pnpla2	http://www.ncbi.nlm.nih.gov/gene/57104	PNPLA2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66853	57104
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66855	Tcf25	http://www.ncbi.nlm.nih.gov/gene/22980	TCF25	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66855	22980
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66857	Plbd1	http://www.ncbi.nlm.nih.gov/gene/79887	PLBD1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66857	79887
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66860	Tanc1	http://www.ncbi.nlm.nih.gov/gene/85461	TANC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66860	85461
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66861	Dnajc10	http://www.ncbi.nlm.nih.gov/gene/54431	DNAJC10	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66861	54431
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66865	Pmpca	http://www.ncbi.nlm.nih.gov/gene/23203	PMPCA	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66865	23203
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/668661	2410002F23Rik	http://www.ncbi.nlm.nih.gov/gene/84798	C19orf48	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	668661	84798
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66867	Hmg20a	http://www.ncbi.nlm.nih.gov/gene/10363	HMG20A	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66867	10363
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66868	Mfsd1	http://www.ncbi.nlm.nih.gov/gene/64747	MFSD1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66868	64747
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66869	Zfp869	http://www.ncbi.nlm.nih.gov/gene/90592	ZNF700	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66869	90592
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66870	Serbp1	http://www.ncbi.nlm.nih.gov/gene/26135	SERBP1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66870	26135
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66874	Ncbp3	http://www.ncbi.nlm.nih.gov/gene/55421	NCBP3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66874	55421
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66877	Crnkl1	http://www.ncbi.nlm.nih.gov/gene/51340	CRNKL1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66877	51340
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66878	Riok3	http://www.ncbi.nlm.nih.gov/gene/8780	RIOK3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66878	8780
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66882	Bzw1	http://www.ncbi.nlm.nih.gov/gene/9689	BZW1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66882	9689
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66887	Lonp2	http://www.ncbi.nlm.nih.gov/gene/83752	LONP2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66887	83752
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66889	Rnf128	http://www.ncbi.nlm.nih.gov/gene/79589	RNF128	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66889	79589
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66890	Lman2	http://www.ncbi.nlm.nih.gov/gene/10960	LMAN2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66890	10960
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66894	Wwp2	http://www.ncbi.nlm.nih.gov/gene/11060	WWP2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66894	11060
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66895	Pxdc1	http://www.ncbi.nlm.nih.gov/gene/221749	PXDC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66895	221749
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66897	Naa16	http://www.ncbi.nlm.nih.gov/gene/79612	NAA16	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66897	79612
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66898	Baiap2l1	http://www.ncbi.nlm.nih.gov/gene/55971	BAIAP2L1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66898	55971
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66902	Mtap	http://www.ncbi.nlm.nih.gov/gene/4507	MTAP	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66902	4507
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66904	Pccb	http://www.ncbi.nlm.nih.gov/gene/5096	PCCB	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66904	5096
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66905	Plin3	http://www.ncbi.nlm.nih.gov/gene/10226	PLIN3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66905	10226
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66912	Bzw2	http://www.ncbi.nlm.nih.gov/gene/28969	BZW2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66912	28969
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66914	Vps28	http://www.ncbi.nlm.nih.gov/gene/51160	VPS28	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66914	51160
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66915	Cops9	http://www.ncbi.nlm.nih.gov/gene/150678	COPS9	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66915	150678
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66917	Chordc1	http://www.ncbi.nlm.nih.gov/gene/26973	CHORDC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66917	26973
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66922	Rras2	http://www.ncbi.nlm.nih.gov/gene/22800	RRAS2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66922	22800
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66923	Pbrm1	http://www.ncbi.nlm.nih.gov/gene/55193	PBRM1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66923	55193
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66925	Sdhd	http://www.ncbi.nlm.nih.gov/gene/6392	SDHD	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66925	6392
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66926	Trmt6	http://www.ncbi.nlm.nih.gov/gene/51605	TRMT6	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66926	51605
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/66943	Slc66a2	http://www.ncbi.nlm.nih.gov/gene/80148	SLC66A2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	66943	80148
