hEntrez	humanSymbol_wt	symbol_wt	mEntrez_wt	log2fc_wt	log2fc_mean_wt	adj_p_value_wt	n_mouse_map_wt	humanSymbol_ko	symbol_ko	mEntrez_ko	log2fc_ko	log2fc_mean_ko	adj_p_value_ko	n_mouse_map_ko	sig_wt	sig_ko
7167	TPI1	Tpi1	21991	0.577188	0.577188	3.23544e-07	1.0								True	False
7168	TPM1	Tpm1	22003	-0.473152	-0.473152	0.000104151	1.0	TPM1	Tpm1	22003	-0.406889	-0.406889	0.00105232	1.0	True	True
7171	TPM4	Tpm4	326618	0.199418	0.199418	0.0166987	1.0	TPM4	Tpm4	326618	0.261314	0.261314	0.00103268	1.0	True	True
7172	TPMT	Tpmt	22017	1.18577	1.18577	0.0133572	1.0								True	False
7178	TPT1	Tpt1	22070	0.494703	0.494703	0.00675102	1.0								True	False
7184	HSP90B1	Hsp90b1	22027	0.247245	0.247245	0.0227351	1.0								True	False
719	C3AR1	C3ar1	12267	0.452957	0.452957	0.00839389	1.0	C3AR1	C3ar1	12267	0.417477	0.417477	0.0198104	1.0	True	True
7190	HSP90B2P	Hsp90b1	22027	0.247245	0.247245	0.0227351	1.0								True	False
720	C4A|LOC110384692	C4b	12268	-1.08041	-1.08041	0.00488306	1.0	C4A|LOC110384692	C4b	12268	-0.794869	-0.794869	0.0473933	1.0	True	True
721	C4B	C4b	12268	-1.08041	-1.08041	0.00488306	1.0	C4B	C4b	12268	-0.794869	-0.794869	0.0473933	1.0	True	True
7226	TRPM2	Trpm2	28240	-0.435965	-0.435965	0.0111765	1.0								True	False
7248	TSC1	Tsc1	64930	-0.406961	-0.406961	0.0013608	1.0	TSC1	Tsc1	64930	-0.309365	-0.309365	0.0220314	1.0	True	True
7249								TSC2	Tsc2	22084	-0.435414	-0.435414	0.0206468	1.0	False	True
726	CAPN5	Capn5	12337	-0.89811	-0.89811	1.62556e-07	1.0	CAPN5	Capn5	12337	-1.09417	-1.09417	1.13833e-10	1.0	True	True
7263	TST	Tst	22117	0.301732	0.301732	0.0276942	1.0								True	False
7264	GFUS	Gfus	22122	0.420834	0.420834	0.00206762	1.0								True	False
7265	TTC1	Ttc1	66827	0.331885	0.331885	0.0462705	1.0								True	False
7266	DNAJC7	Dnajc7	56354	-0.290745	-0.290745	0.00932641	1.0								True	False
727909								GOLGA8Q|GOLGA8O	Golga2	99412	-0.516335	-0.516335	0.00812759	1.0	False	True
728047								GOLGA8Q|GOLGA8O	Golga2	99412	-0.516335	-0.516335	0.00812759	1.0	False	True
728226	GGTLC3	Ggt1	14598	0.851139	0.851139	0.0412425	1.0								True	False
7283								TUBG1	Tubg1	103733	-0.468669	-0.468669	0.0192631	1.0	False	True
728441	GGT2P	Ggt1	14598	0.851139	0.851139	0.0412425	1.0								True	False
728498								GOLGA8H	Golga2	99412	-0.516335	-0.516335	0.00812759	1.0	False	True
728568								C12orf73	1190007I07Rik	544717	0.496273	0.496273	0.0108703	1.0	False	True
728661								SLC35E2B	Slc35e2	320541	-0.278867	-0.278867	0.00967423	1.0	False	True
7289	TULP3	Tulp3	22158	-0.638933	-0.638933	0.0382701	1.0								True	False
728927								ZNF736	Zfp953	629016	0.365087	0.356785	0.0285466	2.0	False	True
728945		Ppia	268373	0.520572	0.520572	3.99579e-06	1.0		Ppia	268373	0.479494	0.479494	2.59789e-05	1.0	True	True
729020	RPEL1	Rpe	66646	0.376431	0.376431	0.00210345	1.0	RPEL1	Rpe	66646	0.296439	0.296439	0.0185615	1.0	True	True
729230	CCR2	Ccr2	12772	0.400608	0.400608	0.0403925	1.0								True	False
729438								CASTOR2	Castor2	80909	-1.38066	-1.38066	0.00127916	1.0	False	True
729440								CCDC61	Ccdc61	232933	-0.589952	-0.589952	0.0177621	1.0	False	True
7295	TXN	Txn1	22166	0.64419	0.64419	4.73474e-08	1.0	TXN	Txn1	22166	0.521496	0.521496	1.45874e-05	1.0	True	True
7297								TYK2	Tyk2	54721	-0.420011	-0.420011	0.0137035	1.0	False	True
729991								BORCS8	Borcs8	72368	0.300979	0.300979	0.00748846	1.0	False	True
730087	ZNF726	Zfp958	233987	0.366215	0.366215	0.0492027	1.0								True	False
730130	TMEM229A	Tmem229a	319832	0.90316	0.90316	0.0362012	1.0	TMEM229A	Tmem229a	319832	1.10742	1.10742	0.00355956	1.0	True	True
730249								ACOD1	Acod1	16365	0.796203	0.796203	0.0437699	1.0	False	True
730262		Ppia	268373	0.520572	0.520572	3.99579e-06	1.0		Ppia	268373	0.479494	0.479494	2.59789e-05	1.0	True	True
730291	ZNF735	Zfp930	234358	0.404729	0.404729	0.0118314	1.0								True	False
7305	TYROBP	Tyrobp	22177	0.783532	0.783532	3.23766e-08	1.0	TYROBP	Tyrobp	22177	0.477768	0.477768	0.00146926	1.0	True	True
7311	UBA52	Uba52	22186	0.497248	0.497248	3.48767e-05	1.0	UBA52	Uba52	22186	0.463763	0.463763	0.000134761	1.0	True	True
7317								UBA1	Uba1	22201	-0.577263	-0.577263	0.00464151	1.0	False	True
7318	UBA7	Uba7	74153	-0.455203	-0.455203	0.00133527	1.0	UBA7	Uba7	74153	-0.699378	-0.699378	2.36972e-07	1.0	True	True
7320	UBE2B	Ube2b	22210	0.425592	0.425592	0.0229536	1.0								True	False
7323	UBE2D3	Ube2d3	66105	0.300947	0.300947	0.00515406	1.0	UBE2D3	Ube2d3	66105	0.262039	0.262039	0.0165683	1.0	True	True
7324	UBE2E1	Ube2e1	22194	0.27905	0.27905	0.0230138	1.0	UBE2E1	Ube2e1	22194	0.313942	0.313942	0.00796343	1.0	True	True
7327	UBE2G2	Ube2g2	22213	0.336839	0.336839	0.00502213	1.0								True	False
7328								UBE2H	Ube2h	22214	-0.593703	-0.593703	0.000676895	1.0	False	True
7332	UBE2L3	Ube2l3	22195	0.258629	0.258629	0.00167558	1.0	UBE2L3	Ube2l3	22195	0.186018	0.186018	0.0328271	1.0	True	True
7335	UBE2V1	Ube2v1	66589	-0.254551	-0.254551	0.0333119	1.0	UBE2V1	Ube2v1	66589	-0.313969	-0.313969	0.0069829	1.0	True	True
7336	UBE2V2	Ube2v2	70620	0.55869	0.55869	0.012983	1.0								True	False
7341	SUMO1	Sumo1	22218	0.427057	0.427057	0.0158789	1.0								True	False
7342	UBP1	Ubp1	22221	-0.464541	-0.464541	2.07e-05	1.0	UBP1	Ubp1	22221	-0.34098	-0.34098	0.00269798	1.0	True	True
7343								UBTF	Ubtf	21429	-0.401795	-0.401795	2.7017e-05	1.0	False	True
7345	UCHL1	Uchl1	22223	-0.827331	-0.827331	0.00671618	1.0	UCHL1	Uchl1	22223	-0.798374	-0.798374	0.0164832	1.0	True	True
7347	UCHL3	Uchl3	50933	0.448283	0.448283	0.00114064	1.0	UCHL3	Uchl3	50933	0.517489	0.517489	7.31433e-05	1.0	True	True
7351								UCP2	Ucp2	22228	-0.99598	-0.99598	8.55318e-06	1.0	False	True
7358	UGDH	Ugdh	22235	0.415506	0.415506	1.96085e-05	1.0	UGDH	Ugdh	22235	0.443009	0.443009	6.09489e-06	1.0	True	True
7360	UGP2	Ugp2	216558	0.477289	0.477289	2.86291e-05	1.0	UGP2	Ugp2	216558	0.380435	0.380435	0.00120531	1.0	True	True
7375								USP4	Usp4	22258	-0.235214	-0.235214	0.0331208	1.0	False	True
7381	UQCRB	Uqcrb	67530	0.735621	0.735621	3.52438e-08	1.0	UQCRB	Uqcrb	67530	0.753756	0.753756	8.12048e-09	1.0	True	True
7385	UQCRC2	Uqcrc2	67003	0.276707	0.276707	0.00527104	1.0	UQCRC2	Uqcrc2	67003	0.228167	0.228167	0.0243813	1.0	True	True
7388	UQCRH	Uqcrh	66576	0.525228	0.525228	0.007629	1.0								True	False
7389	UROD	Urod	22275	-0.520151	-0.520151	0.000190174	1.0	UROD	Urod	22275	-0.522775	-0.522775	0.000170836	1.0	True	True
7390	UROS	Uros	22276	-0.579995	-0.579995	0.000131438	1.0	UROS	Uros	22276	-0.536998	-0.536998	0.000424321	1.0	True	True
7403	KDM6A	Kdm6a	22289	-0.22169	-0.22169	0.0145025	1.0	KDM6A	Kdm6a	22289	-0.319961	-0.319961	0.000170836	1.0	True	True
7407								VARS1	Vars	22321	-0.745661	-0.745661	2.99301e-05	1.0	False	True
7410	VAV2	Vav2	22325	-0.377622	-0.377622	0.017248	1.0	VAV2	Vav2	22325	-0.411987	-0.411987	0.0105871	1.0	True	True
7415								VCP	Vcp	269523	-0.351055	-0.351055	0.0256904	1.0	False	True
7416	VDAC1	Vdac1	22333	0.278091	0.278091	0.0264233	1.0								True	False
7417	VDAC2	Vdac2	22334	0.192643	0.192643	0.0222114	1.0	VDAC2	Vdac2	22334	0.29923	0.29923	0.000145605	1.0	True	True
7428								VHL	Vhl	22346	0.284444	0.284444	0.0202607	1.0	False	True
7431	VIM	Vim	22352	0.355646	0.355646	0.0478963	1.0								True	False
7436								VLDLR	Vldlr	22359	-0.908824	-0.908824	0.0182955	1.0	False	True
7441	VPREB1	Vpreb1	22362	-0.607218	-0.607218	0.0125044	1.0	VPREB1	Vpreb1	22362	-0.602835	-0.602835	0.012368	1.0	True	True
7456								WIPF1	Wipf1	215280	-0.531679	-0.531679	0.0289513	1.0	False	True
7458								EIF4H	Eif4h	22384	-0.210373	-0.210373	0.0480047	1.0	False	True
746	TMEM258	Tmem258	69038	0.618111	0.618111	7.72031e-07	1.0	TMEM258	Tmem258	69038	0.345833	0.345833	0.0101375	1.0	True	True
7461								CLIP2	Clip2	269713	-0.545023	-0.545023	0.00214573	1.0	False	True
7465								WEE1	Wee1	22390	-0.420617	-0.420617	0.000481569	1.0	False	True
7468								NSD2	Nsd2	107823	-0.494522	-0.494522	0.00033854	1.0	False	True
7469								NELFA	Nelfa	24116	-0.405742	-0.405742	0.0116832	1.0	False	True
7494	XBP1	Xbp1	22433	0.452612	0.452612	1.94641e-07	1.0	XBP1	Xbp1	22433	0.2788	0.2788	0.00250711	1.0	True	True
7504	XK	Xk	22439	-0.502953	-0.502953	0.010393	1.0	XK	Xk	22439	-0.46017	-0.46017	0.0204781	1.0	True	True
7508	XPC	Xpc	22591	0.375753	0.375753	0.00181516	1.0	XPC	Xpc	22591	0.282329	0.282329	0.0254041	1.0	True	True
7511								XPNPEP1	Xpnpep1	170750	-0.562013	-0.562013	1.80384e-05	1.0	False	True
7514								XPO1	Xpo1	103573	-0.260246	-0.260246	0.0162375	1.0	False	True
7515	XRCC1	Xrcc1	22594	-0.347262	-0.347262	0.00545964	1.0	XRCC1	Xrcc1	22594	-0.52645	-0.52645	2.54433e-05	1.0	True	True
7517	XRCC3	Xrcc3	74335	-0.667787	-0.667787	0.0359087	1.0								True	False
7518								XRCC4	Xrcc4	108138	0.421298	0.421298	0.00838513	1.0	False	True
752								FMNL1	Fmnl1	57778	-0.83522	-0.83522	0.0028114	1.0	False	True
7529	YWHAB	Ywhab	54401	0.288641	0.288641	0.00355778	1.0	YWHAB	Ywhab	54401	0.253801	0.253801	0.0119561	1.0	True	True
7531								YWHAE	Ywhae	22627	0.189731	0.189731	0.0372879	1.0	False	True
7534	YWHAZ	Ywhaz	22631	0.209587	0.209587	0.0395915	1.0	YWHAZ	Ywhaz	22631	0.261081	0.261081	0.00791145	1.0	True	True
7536								SF1	Sf1	22668	-0.47875	-0.47875	0.00167748	1.0	False	True
7554								ZNF8	Zfp128	243833	0.374819	0.374819	0.0130492	1.0	False	True
7562	ZNF708	Zfp958	233987	0.366215	0.366215	0.0492027	1.0								True	False
757	TMEM50B	Tmem50b	77975	0.397511	0.397511	6.54959e-05	1.0	TMEM50B	Tmem50b	77975	0.34476	0.34476	0.000771074	1.0	True	True
7580								ZNF32	Zfp637	232337	0.38222	0.38222	0.0242262	1.0	False	True
7586	ZKSCAN1	Zkscan1	74570	-0.200041	-0.200041	0.0234459	1.0								True	False
760	CA2	Car2	12349	-0.418965	-0.418965	0.0296981	1.0	CA2	Car2	12349	-0.402136	-0.402136	0.0376155	1.0	True	True
7639								ZNF85	Zfp953	629016	0.365087	0.356785	0.0285466	2.0	False	True
7643	ZNF90	Zfp958	233987	0.366215	0.366215	0.0492027	1.0								True	False
7695	ZNF136	Gm14308	100043381	-1.35886	-0.8180285	0.00855818	2.0								True	False
7701	ZNF142	Zfp142	77264	-0.343048	-0.343048	0.0282684	1.0								True	False
7726	TRIM26	Trim26	22670	-0.388441	-0.388441	0.000942146	1.0	TRIM26	Trim26	22670	-0.261094	-0.261094	0.0365746	1.0	True	True
7748								ZNF195	Zfp493	72958	0.764721	0.6447285	0.0138511	2.0	False	True
7752								ZNF200	Zfp65	235907	0.369551	0.369551	0.0417068	1.0	False	True
7779	SLC30A1	Slc30a1	22782	-0.259311	-0.259311	0.0398934	1.0	SLC30A1	Slc30a1	22782	-0.489627	-0.489627	2.13028e-05	1.0	True	True
7780	SLC30A2	Slc30a2	230810	0.861376	0.861376	0.0303066	1.0	SLC30A2	Slc30a2	230810	0.831819	0.831819	0.0463546	1.0	True	True
7786								MAP3K12	Map3k12	26404	-0.821589	-0.821589	0.0476774	1.0	False	True
7789								ZXDA	Zxdb	668166	-0.523669	-0.523669	0.0211985	1.0	False	True
7791								ZYX	Zyx	22793	-0.78023	-0.78023	0.00613388	1.0	False	True
780								DDR1	Ddr1	12305	-1.00189	-1.00189	0.00137401	1.0	False	True
7803	PTP4A1	Ptp4a1	19243	0.795046	0.795046	0.0137614	1.0	PTP4A1	Ptp4a1	19243	0.72824	0.72824	0.0242197	1.0	True	True
7805								LAPTM5	Laptm5	16792	-0.890997	-0.890997	0.00124425	1.0	False	True
7813	EVI5	Evi5	14020	-0.528429	-0.528429	0.000163066	1.0	EVI5	Evi5	14020	-0.420785	-0.420785	0.00333714	1.0	True	True
7818	DAP3	Dap3	65111	0.263342	0.263342	0.025633	1.0								True	False
782	CACNB1	Cacnb1	12295	-0.662983	-0.662983	0.0469891	1.0								True	False
7832	BTG2	Btg2	12227	-0.291734	-0.291734	0.0170395	1.0								True	False
7840	ALMS1	Alms1	236266	-0.445713	-0.445713	0.0223672	1.0	ALMS1	Alms1	236266	-0.470437	-0.470437	0.0142807	1.0	True	True
7841								MOGS	Mogs	57377	-0.508694	-0.508694	0.00804384	1.0	False	True
7849	PAX8	Pax8	18510	1.93957	1.93957	5.42347e-05	1.0	PAX8	Pax8	18510	1.24593	1.24593	0.0234636	1.0	True	True
7855	FZD5	Fzd5	14367	-0.537705	-0.537705	0.00358855	1.0	FZD5	Fzd5	14367	-0.819306	-0.819306	4.64367e-06	1.0	True	True
7862								BRPF1	Brpf1	78783	-0.289246	-0.289246	0.0360135	1.0	False	True
7866	IFRD2	Ifrd2	15983	-0.393862	-0.393862	0.0115172	1.0	IFRD2	Ifrd2	15983	-0.526074	-0.526074	0.000426064	1.0	True	True
7867								MAPKAPK3	Mapkapk3	102626	0.376354	0.376354	0.018083	1.0	False	True
7873	MANF	Manf	74840	0.376576	0.376576	0.00831753	1.0	MANF	Manf	74840	0.310652	0.310652	0.0333617	1.0	True	True
7874	USP7	Usp7	252870	-0.478594	-0.478594	0.00078493	1.0	USP7	Usp7	252870	-0.59495	-0.59495	1.77634e-05	1.0	True	True
7879	RAB7A	Rab7	19349	0.288359	0.288359	0.0077534	1.0	RAB7A	Rab7	19349	0.41755	0.41755	4.98371e-05	1.0	True	True
788	SLC25A20	Slc25a20	57279	0.931582	0.931582	4.25629e-05	1.0	SLC25A20	Slc25a20	57279	1.01895	1.01895	6.61726e-06	1.0	True	True
78990	OTUB2	Otub2	68149	-0.816037	-0.816037	6.26385e-18	1.0	OTUB2	Otub2	68149	-0.488789	-0.488789	5.47859e-07	1.0	True	True
78994								PRR14	Prr14	233895	-0.372318	-0.372318	0.0172204	1.0	False	True
78995								HROB	Hrob	217216	-0.581061	-0.581061	0.00214123	1.0	False	True
78999								LRFN4	Lrfn4	225875	-1.06717	-1.06717	0.0143514	1.0	False	True
79001	VKORC1	Vkorc1	27973	0.386705	0.386705	0.024742	1.0	VKORC1	Vkorc1	27973	0.430599	0.430599	0.0112186	1.0	True	True
79004	CUEDC2	Cuedc2	67116	0.431253	0.431253	0.000507638	1.0								True	False
79006	METRN	Metrn	70083	0.451488	0.451488	0.00982861	1.0								True	False
79009								DDX50	Ddx50	94213	0.273199	0.273199	0.0416823	1.0	False	True
79020								C7orf25	AW209491	105351	0.368662	0.368662	0.00339537	1.0	False	True
79023	NUP37	Nup37	69736	0.496942	0.496942	0.000983369	1.0								True	False
79031	PDCL3	Pdcl3	68833	0.550837	0.550837	1.34507e-08	1.0	PDCL3	Pdcl3	68833	0.351819	0.351819	0.000493388	1.0	True	True
79039								DDX54	Ddx54	71990	-0.542456	-0.542456	0.0115967	1.0	False	True
79041	TMEM38A	Tmem38a	74166	0.499007	0.499007	0.00506231	1.0								True	False
79042	TSEN34	Tsen34	66078	0.581545	0.581545	0.00121425	1.0								True	False
79050								NOC4L	Noc4l	100608	-0.399709	-0.399709	0.0455991	1.0	False	True
79064	TMEM223	Tmem223	66836	0.427821	0.427821	0.00818968	1.0								True	False
79065	ATG9A	Atg9a	245860	-0.320622	-0.320622	0.0237609	1.0	ATG9A	Atg9a	245860	-0.579565	-0.579565	1.57827e-05	1.0	True	True
79073								TMEM109	Tmem109	68539	-0.54006	-0.54006	0.0214469	1.0	False	True
79074								C2orf49	AI597479	98404	0.303892	0.303892	0.0338105	1.0	False	True
79077	DCTPP1	Dctpp1	66422	0.544986	0.544986	0.00552951	1.0								True	False
79087								ALG12	Alg12	223774	0.315277	0.315277	0.0246604	1.0	False	True
79089								TMUB2	Tmub2	72053	-0.376733	-0.376733	0.000589004	1.0	False	True
79094	CHAC1	Chac1	69065	0.446807	0.446807	0.0157368	1.0								True	False
79095	BBLN	Bbln	73737	0.473612	0.473612	4.04393e-06	1.0	BBLN	Bbln	73737	0.227545	0.227545	0.0469196	1.0	True	True
79098	C1orf116	AA986860	212439	-0.661861	-0.661861	0.0149546	1.0	C1orf116	AA986860	212439	-0.79394	-0.79394	0.00215311	1.0	True	True
79101								TAF1D	Taf1d	75316	0.413275	0.413275	0.0458045	1.0	False	True
79102								RNF26	Rnf26	213211	-1.10072	-1.10072	2.09677e-09	1.0	False	True
79132								DHX58	Dhx58	80861	-0.343465	-0.343465	0.0102774	1.0	False	True
79134	TMEM185B	Tmem185b	226351	0.319607	0.319607	0.0429964	1.0								True	False
79137								RETREG2	Retreg2	227298	-0.534209	-0.534209	4.63604e-06	1.0	False	True
79140	CCDC28B	Ccdc28b	66264	0.460781	0.460781	0.00751515	1.0								True	False
79145	CHCHD7	Chchd7	66433	0.49658	0.49658	0.0120641	1.0								True	False
79147								FKRP	Fkrp	243853	-0.360881	-0.360881	0.0192869	1.0	False	True
79154	DHRS11	Dhrs11	192970	-0.544147	-0.544147	0.000620742	1.0	DHRS11	Dhrs11	192970	-0.499451	-0.499451	0.00185357	1.0	True	True
7916								PRRC2A	Prrc2a	53761	-0.882281	-0.882281	2.45235e-05	1.0	False	True
79161	TMEM243	Tmem243	652925	0.332739	0.332739	0.0309981	1.0								True	False
79168	LILRA6	Pira11|Pira6|Pira7|Pira12	100038909	0.413823	0.370379	4.51838e-06	3.0	LILRA6	Pira6|Pira13	100041146	0.497463	0.401565	0.00760424	5.0	True	True
7917								BAG6	Bag6	224727	-0.809865	-0.809865	3.37476e-06	1.0	False	True
79171								RBM42	Rbm42	68035	-0.613435	-0.613435	0.00555777	1.0	False	True
79174	CRELD2	Creld2	76737	0.367568	0.367568	0.00755189	1.0								True	False
7918	GPANK1	Gpank1	81845	0.388258	0.388258	0.0262426	1.0								True	False
79180	EFHD2	Efhd2	27984	0.421197	0.421197	0.0448521	1.0								True	False
7920								ABHD16A	Abhd16a	193742	-0.382015	-0.382015	0.000759417	1.0	False	True
79228	THOC6	Thoc6	386612	0.458841	0.458841	0.00204736	1.0								True	False
7940	LST1	Lst1	16988	0.710838	0.710838	1.9239e-05	1.0	LST1	Lst1	16988	0.45434	0.45434	0.0102054	1.0	True	True
7941	PLA2G7	Pla2g7	27226	0.806653	0.806653	2.85461e-07	1.0	PLA2G7	Pla2g7	27226	0.42291	0.42291	0.0144965	1.0	True	True
7942								TFEB	Tfeb	21425	-0.638811	-0.638811	0.00355602	1.0	False	True
79443	FYCO1	Fyco1	17281	-0.446504	-0.446504	0.0097865	1.0								True	False
79567								RIPOR1	Ripor1	75687	-1.16409	-1.16409	5.53043e-07	1.0	False	True
79583	TMEM231	Tmem231	234740	-0.904889	-0.904889	0.000973047	1.0	TMEM231	Tmem231	234740	-0.746735	-0.746735	0.0068719	1.0	True	True
79589	RNF128	Rnf128	66889	0.792837	0.792837	0.00588914	1.0								True	False
79595								SAP130	Sap130	269003	-0.365645	-0.365645	0.0494815	1.0	False	True
79596								OBI1	Obi1	72486	0.349806	0.349806	0.0139327	1.0	False	True
79600	TCTN1	Tctn1	654470	-0.83748	-0.83748	1.18723e-06	1.0	TCTN1	Tctn1	654470	-0.500111	-0.500111	0.00903652	1.0	True	True
79602	ADIPOR2	Adipor2	68465	0.244709	0.244709	0.00708943	1.0								True	False
79607								FAM118B	Fam118b	109229	0.421591	0.421591	0.00285476	1.0	False	True
79626	TNFAIP8L2	Tnfaip8l2	69769	0.660761	0.660761	4.1343e-09	1.0	TNFAIP8L2	Tnfaip8l2	69769	0.407059	0.407059	0.000561063	1.0	True	True
79628	SH3TC2	Sh3tc2	225608	-0.631777	-0.631777	0.000224724	1.0	SH3TC2	Sh3tc2	225608	-0.814827	-0.814827	1.03725e-06	1.0	True	True
79630								C1orf54	BC028528	229600	0.449265	0.449265	0.0132551	1.0	False	True
79634	SCRN3	Scrn3	74616	-0.442703	-0.442703	0.0102495	1.0								True	False
79647	AKIRIN1	Akirin1	68050	0.289465	0.289465	0.000998248	1.0	AKIRIN1	Akirin1	68050	0.318176	0.318176	0.000232033	1.0	True	True
79648	MCPH1	Mcph1	244329	-0.517128	-0.517128	0.000164564	1.0	MCPH1	Mcph1	244329	-0.495714	-0.495714	0.000292906	1.0	True	True
79651								RHBDF2	Rhbdf2	217344	-0.492637	-0.492637	0.0198104	1.0	False	True
79654								HECTD3	Hectd3	76608	-0.616704	-0.616704	2.82033e-05	1.0	False	True
79660								PPP1R3B	Ppp1r3b	244416	0.585791	0.585791	0.0114663	1.0	False	True
79670	TUT7	Tut7	214290	-0.329073	-0.329073	0.000395835	1.0	TUT7	Tut7	214290	-0.198881	-0.198881	0.0465748	1.0	True	True
79671								NLRX1	Nlrx1	270151	-0.557258	-0.557258	0.0243483	1.0	False	True
79672	FN3KRP	Fn3krp	238024	-0.675361	-0.675361	1.99335e-06	1.0	FN3KRP	Fn3krp	238024	-0.641085	-0.641085	6.96494e-06	1.0	True	True
79683	ZDHHC14	Zdhhc14	224454	-0.676524	-0.676524	3.73279e-05	1.0	ZDHHC14	Zdhhc14	224454	-0.774861	-0.774861	1.57058e-06	1.0	True	True
79685	SAP30L	Sap30l	50724	0.582829	0.582829	1.18719e-05	1.0								True	False
79689	STEAP4	Steap4	117167	-0.817854	-0.817854	0.000533918	1.0	STEAP4	Steap4	117167	-0.638832	-0.638832	0.00959963	1.0	True	True
79697	RIOX1	Riox1	71952	0.52777	0.52777	0.00115674	1.0								True	False
79699								ZYG11B	Zyg11b	414872	0.295464	0.295464	0.0143248	1.0	False	True
79713	IGFLR1	Igflr1	101883	-0.825032	-0.825032	0.0339717	1.0								True	False
79714	CCDC51	Ccdc51	66658	0.413458	0.413458	0.042204	1.0								True	False
79716	NPEPL1	Npepl1	228961	0.241012	0.241012	0.0165002	1.0								True	False
79727								LIN28A	Lin28a	83557	0.384839	0.384839	0.0329719	1.0	False	True
79733	E2F8	E2f8	108961	-0.579513	-0.579513	6.37429e-06	1.0	E2F8	E2f8	108961	-0.779179	-0.779179	5.50611e-10	1.0	True	True
79734								KCTD17	Kctd17	72844	-0.895411	-0.895411	0.00689164	1.0	False	True
79735								TBC1D17	Tbc1d17	233204	-0.53477	-0.53477	1.02666e-05	1.0	False	True
7975	MAFK	Mafk	17135	-0.427188	-0.427188	0.00153036	1.0	MAFK	Mafk	17135	-0.574543	-0.574543	1.0388e-05	1.0	True	True
79751	SLC25A22	Slc25a22	68267	-0.571738	-0.571738	0.0347371	1.0	SLC25A22	Slc25a22	68267	-0.870562	-0.870562	0.000878473	1.0	True	True
79759								ZNF668	Zfp668	244219	-0.471442	-0.471442	0.0270844	1.0	False	True
79767	ELMO3	Elmo3	234683	-1.13414	-1.13414	0.000516162	1.0	ELMO3	Elmo3	234683	-0.924627	-0.924627	0.00465268	1.0	True	True
79770	TXNDC15	Txndc15	69672	0.460213	0.460213	0.00293593	1.0								True	False
79772	MCTP1	Mctp1	78771	0.440526	0.440526	6.50147e-05	1.0	MCTP1	Mctp1	78771	0.368154	0.368154	0.00107438	1.0	True	True
79774	GRTP1	Grtp1	66790	-0.751666	-0.751666	0.0340937	1.0								True	False
79777								ACBD4	Acbd4	67131	-0.59541	-0.59541	0.00325337	1.0	False	True
79778	MICALL2	Micall2	231830	-0.738014	-0.738014	1.89227e-07	1.0	MICALL2	Micall2	231830	-0.901606	-0.901606	2.09028e-10	1.0	True	True
7978	MTERF1	Mthfs	107885	0.431346	0.431346	0.000366102	1.0	MTERF1	Mthfs	107885	0.323239	0.323239	0.00788725	1.0	True	True
7979	SEM1	Sem1	20422	0.682045	0.682045	5.54597e-07	1.0	SEM1	Sem1	20422	0.518615	0.518615	0.00021778	1.0	True	True
79798								ARMC5	Armc5	233912	-0.941669	-0.941669	6.79212e-06	1.0	False	True
79810								PTCD2	Ptcd2	68927	0.274879	0.274879	0.0219599	1.0	False	True
79819	DNAI4	Dnai4	242584	-0.568276	-0.568276	0.0126368	1.0								True	False
79829								NAA40	Naa40	70999	-0.365013	-0.365013	0.000291732	1.0	False	True
79831								KDM8	Kdm8	77035	-0.539672	-0.539672	0.00355956	1.0	False	True
79836	LONRF3	Lonrf3	74365	0.383429	0.383429	0.0287125	1.0								True	False
79837	PIP4K2C	Pip4k2c	117150	-0.207494	-0.207494	0.0249447	1.0	PIP4K2C	Pip4k2c	117150	-0.374427	-0.374427	1.36147e-05	1.0	True	True
79856	SNX22	Snx22	382083	-1.06817	-1.06817	1.00375e-08	1.0	SNX22	Snx22	382083	-1.22106	-1.22106	2.57583e-11	1.0	True	True
79863	RBFA	Rbfa	68731	0.356443	0.356443	0.00121492	1.0								True	False
79869	CPSF7	Cpsf7	269061	-0.283775	-0.283775	0.00626757	1.0	CPSF7	Cpsf7	269061	-0.22682	-0.22682	0.0366133	1.0	True	True
79876	UBA5	Uba5	66663	0.258776	0.258776	0.014479	1.0	UBA5	Uba5	66663	0.293947	0.293947	0.00410689	1.0	True	True
79879	CCDC134	Ccdc134	76457	-0.584217	-0.584217	0.00210345	1.0								True	False
7988								ZNF212	Zfp212	232784	-0.279737	-0.279737	0.0203863	1.0	False	True
79883								PODNL1	Podnl1	244550	-0.806873	-0.806873	0.0104389	1.0	False	True
79885	HDAC11	Hdac11	232232	-0.552801	-0.552801	0.0487696	1.0								True	False
79887	PLBD1	Plbd1	66857	0.387553	0.387553	0.0114677	1.0								True	False
79888	LPCAT1	Lpcat1	210992	-0.58015	-0.58015	1.73949e-05	1.0	LPCAT1	Lpcat1	210992	-0.773911	-0.773911	3.42497e-09	1.0	True	True
79895	ATP8B4	Atp8b4	241633	0.313441	0.313441	0.000197555	1.0	ATP8B4	Atp8b4	241633	0.32917	0.32917	8.52249e-05	1.0	True	True
79897	RPP21|TRIM39-RPP21	Rpp21	67676	0.391766	0.391766	0.00836924	1.0								True	False
79902	NUP85	Nup85	445007	-0.217323	-0.217323	0.0406378	1.0	NUP85	Nup85	445007	-0.28182	-0.28182	0.0056154	1.0	True	True
