category,K,k,n,N,expected,fold,p,fdr,family,signature,label
https://identifiers.org/reactome/R-HSA-156588,14,3,813,6032,1.89,1.59,0.2898784934458956,0.5968086629768439,Reactome,all,Glucuronidation
https://identifiers.org/reactome/R-HSA-189483,14,3,813,6032,1.89,1.59,0.2898784934458956,0.5968086629768439,Reactome,all,Heme degradation
https://identifiers.org/reactome/R-HSA-168928,14,3,813,6032,1.89,1.59,0.2898784934458956,0.5968086629768439,Reactome,all,DDX58/IFIH1-mediated induction of interferon-alpha/beta
https://identifiers.org/reactome/R-HSA-2559584,14,3,813,6032,1.89,1.59,0.2898784934458956,0.5968086629768439,Reactome,all,Formation of Senescence-Associated Heterochromatin Foci (SAHF)
https://identifiers.org/reactome/R-HSA-9825892,14,3,813,6032,1.89,1.59,0.2898784934458956,0.5968086629768439,Reactome,all,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation
https://identifiers.org/reactome/R-HSA-5626467,27,5,813,6032,3.64,1.37,0.2952523248841385,0.5971613388653932,Reactome,all,RHO GTPases activate IQGAPs
https://identifiers.org/reactome/R-HSA-114604,27,5,813,6032,3.64,1.37,0.2952523248841385,0.5971613388653932,Reactome,all,GPVI-mediated activation cascade
https://identifiers.org/reactome/R-HSA-6804757,27,5,813,6032,3.64,1.37,0.2952523248841385,0.5971613388653932,Reactome,all,Regulation of TP53 Degradation
https://identifiers.org/reactome/R-HSA-8854518,47,8,813,6032,6.33,1.26,0.2952995631751944,0.5971613388653932,Reactome,all,AURKA Activation by TPX2
https://identifiers.org/reactome/R-HSA-1650814,54,9,813,6032,7.28,1.24,0.2997230075579059,0.6034246391099433,Reactome,all,Collagen biosynthesis and modifying enzymes
https://identifiers.org/reactome/R-HSA-216083,75,12,813,6032,10.11,1.19,0.3069590569743454,0.608896305183065,Reactome,all,Integrin cell surface interactions
https://identifiers.org/reactome/R-HSA-5218920,21,4,813,6032,2.83,1.41,0.3114535094830822,0.608896305183065,Reactome,all,VEGFR2 mediated vascular permeability
https://identifiers.org/reactome/R-HSA-182971,21,4,813,6032,2.83,1.41,0.3114535094830822,0.608896305183065,Reactome,all,EGFR downregulation
https://identifiers.org/reactome/R-HSA-9821002,21,4,813,6032,2.83,1.41,0.3114535094830822,0.608896305183065,Reactome,all,Chromatin modifications during the maternal to zygotic transition (MZT)
https://identifiers.org/reactome/R-HSA-5674400,21,4,813,6032,2.83,1.41,0.3114535094830822,0.608896305183065,Reactome,all,Constitutive Signaling by AKT1 E17K in Cancer
https://identifiers.org/reactome/R-HSA-8955332,21,4,813,6032,2.83,1.41,0.3114535094830822,0.608896305183065,Reactome,all,Carboxyterminal post-translational modifications of tubulin
https://identifiers.org/reactome/R-HSA-3928665,41,7,813,6032,5.53,1.27,0.3118084375992399,0.608896305183065,Reactome,all,EPH-ephrin mediated repulsion of cells
https://identifiers.org/reactome/R-HSA-186797,28,5,813,6032,3.77,1.32,0.3232512889148803,0.6188272627716727,Reactome,all,Signaling by PDGF
https://identifiers.org/reactome/R-HSA-9860927,28,5,813,6032,3.77,1.32,0.3232512889148803,0.6188272627716727,Reactome,all,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells"
https://identifiers.org/reactome/R-HSA-173623,15,3,813,6032,2.02,1.48,0.3291345001994391,0.6188272627716727,Reactome,all,Classical antibody-mediated complement activation
https://identifiers.org/reactome/R-HSA-9703465,15,3,813,6032,2.02,1.48,0.3291345001994391,0.6188272627716727,Reactome,all,Signaling by FLT3 fusion proteins
https://identifiers.org/reactome/R-HSA-1839117,15,3,813,6032,2.02,1.48,0.3291345001994391,0.6188272627716727,Reactome,all,Signaling by cytosolic FGFR1 fusion mutants
https://identifiers.org/reactome/R-HSA-9013507,15,3,813,6032,2.02,1.48,0.3291345001994391,0.6188272627716727,Reactome,all,NOTCH3 Activation and Transmission of Signal to the Nucleus
https://identifiers.org/reactome/R-HSA-3000480,15,3,813,6032,2.02,1.48,0.3291345001994391,0.6188272627716727,Reactome,all,Scavenging by Class A Receptors
https://identifiers.org/reactome/R-HSA-8963889,15,3,813,6032,2.02,1.48,0.3291345001994391,0.6188272627716727,Reactome,all,Assembly of active LPL and LIPC lipase complexes
https://identifiers.org/reactome/R-HSA-210500,15,3,813,6032,2.02,1.48,0.3291345001994391,0.6188272627716727,Reactome,all,Glutamate Neurotransmitter Release Cycle
https://identifiers.org/reactome/R-HSA-6804756,70,11,813,6032,9.43,1.17,0.3406321726043423,0.6378092120780896,Reactome,all,Regulation of TP53 Activity through Phosphorylation
https://identifiers.org/reactome/R-HSA-4090294,22,4,813,6032,2.97,1.35,0.3439122396741473,0.6386941593948451,Reactome,all,SUMOylation of intracellular receptors
https://identifiers.org/reactome/R-HSA-912526,22,4,813,6032,2.97,1.35,0.3439122396741473,0.6386941593948451,Reactome,all,Interleukin receptor SHC signaling
https://identifiers.org/reactome/R-HSA-9646399,36,6,813,6032,4.85,1.24,0.3556914874994129,0.6572203626753637,Reactome,all,Aggrephagy
https://identifiers.org/reactome/R-HSA-977225,50,8,813,6032,6.74,1.19,0.3590322498805063,0.6572203626753637,Reactome,all,Amyloid fiber formation
https://identifiers.org/reactome/R-HSA-3371453,64,10,813,6032,8.63,1.16,0.3591545998843162,0.6572203626753637,Reactome,all,Regulation of HSF1-mediated heat shock response
https://identifiers.org/reactome/R-HSA-418594,164,24,813,6032,22.1,1.09,0.3641661689677543,0.6572203626753637,Reactome,all,G alpha (i) signalling events
https://identifiers.org/reactome/R-HSA-5686938,16,3,813,6032,2.16,1.39,0.3683322911697093,0.6572203626753637,Reactome,all,Regulation of TLR by endogenous ligand
https://identifiers.org/reactome/R-HSA-6803157,16,3,813,6032,2.16,1.39,0.3683322911697093,0.6572203626753637,Reactome,all,Antimicrobial peptides
https://identifiers.org/reactome/R-HSA-75876,16,3,813,6032,2.16,1.39,0.3683322911697093,0.6572203626753637,Reactome,all,Synthesis of very long-chain fatty acyl-CoAs
https://identifiers.org/reactome/R-HSA-9008059,16,3,813,6032,2.16,1.39,0.3683322911697093,0.6572203626753637,Reactome,all,Interleukin-37 signaling
https://identifiers.org/reactome/R-HSA-352230,16,3,813,6032,2.16,1.39,0.3683322911697093,0.6572203626753637,Reactome,all,Amino acid transport across the plasma membrane
https://identifiers.org/reactome/R-HSA-499943,16,3,813,6032,2.16,1.39,0.3683322911697093,0.6572203626753637,Reactome,all,Interconversion of nucleotide di- and triphosphates
https://identifiers.org/reactome/R-HSA-8957275,93,14,813,6032,12.53,1.12,0.3713860055700093,0.6600805958373213,Reactome,all,Post-translational protein phosphorylation
https://identifiers.org/reactome/R-HSA-166663,23,4,813,6032,3.1,1.29,0.3764369163176542,0.6664544627413723,Reactome,all,Initial triggering of complement
https://identifiers.org/reactome/R-HSA-69202,17,3,813,6032,2.29,1.31,0.4070981915859761,0.7072475465501591,Reactome,all,Cyclin E associated events during G1/S transition 
https://identifiers.org/reactome/R-HSA-9665686,17,3,813,6032,2.29,1.31,0.4070981915859761,0.7072475465501591,Reactome,all,Signaling by ERBB2 TMD/JMD mutants
https://identifiers.org/reactome/R-HSA-5357786,17,3,813,6032,2.29,1.31,0.4070981915859761,0.7072475465501591,Reactome,all,TNFR1-induced proapoptotic signaling
https://identifiers.org/reactome/R-HSA-917977,17,3,813,6032,2.29,1.31,0.4070981915859761,0.7072475465501591,Reactome,all,Transferrin endocytosis and recycling
https://identifiers.org/reactome/R-HSA-2022854,24,4,813,6032,3.23,1.24,0.4088046258081139,0.7072475465501591,Reactome,all,Keratan sulfate biosynthesis
https://identifiers.org/reactome/R-HSA-2682334,24,4,813,6032,3.23,1.24,0.4088046258081139,0.7072475465501591,Reactome,all,EPH-Ephrin signaling
https://identifiers.org/reactome/R-HSA-5619107,32,5,813,6032,4.31,1.16,0.4363898491111602,0.739153290356873,Reactome,all,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
https://identifiers.org/reactome/R-HSA-170822,32,5,813,6032,4.31,1.16,0.4363898491111602,0.739153290356873,Reactome,all,Regulation of Glucokinase by Glucokinase Regulatory Protein
https://identifiers.org/reactome/R-HSA-3295583,25,4,813,6032,3.37,1.19,0.440815225321315,0.739153290356873,Reactome,all,TRP channels
https://identifiers.org/reactome/R-HSA-418597,25,4,813,6032,3.37,1.19,0.440815225321315,0.739153290356873,Reactome,all,G alpha (z) signalling events
https://identifiers.org/reactome/R-HSA-73728,18,3,813,6032,2.43,1.24,0.4451164869401829,0.739153290356873,Reactome,all,RNA Polymerase I Promoter Opening
https://identifiers.org/reactome/R-HSA-68616,18,3,813,6032,2.43,1.24,0.4451164869401829,0.739153290356873,Reactome,all,Assembly of the ORC complex at the origin of replication
https://identifiers.org/reactome/R-HSA-1912420,18,3,813,6032,2.43,1.24,0.4451164869401829,0.739153290356873,Reactome,all,Pre-NOTCH Processing in Golgi
https://identifiers.org/reactome/R-HSA-912631,18,3,813,6032,2.43,1.24,0.4451164869401829,0.739153290356873,Reactome,all,Regulation of signaling by CBL
https://identifiers.org/reactome/R-HSA-163560,18,3,813,6032,2.43,1.24,0.4451164869401829,0.739153290356873,Reactome,all,Triglyceride catabolism
https://identifiers.org/reactome/R-HSA-2022870,18,3,813,6032,2.43,1.24,0.4451164869401829,0.739153290356873,Reactome,all,CS-GAG biosynthesis
https://identifiers.org/reactome/R-HSA-5683826,18,3,813,6032,2.43,1.24,0.4451164869401829,0.739153290356873,Reactome,all,Surfactant metabolism
https://identifiers.org/reactome/R-HSA-1912408,40,6,813,6032,5.39,1.11,0.4573042394437936,0.756630650716095,Reactome,all,Pre-NOTCH Transcription and Translation
https://identifiers.org/reactome/R-HSA-2029485,33,5,813,6032,4.45,1.12,0.4642327368085497,0.7598053785895328,Reactome,all,Role of phospholipids in phagocytosis
https://identifiers.org/reactome/R-HSA-180910,33,5,813,6032,4.45,1.12,0.4642327368085497,0.7598053785895328,Reactome,all,Vpr-mediated nuclear import of PICs
https://identifiers.org/reactome/R-HSA-2426168,33,5,813,6032,4.45,1.12,0.4642327368085497,0.7598053785895328,Reactome,all,Activation of gene expression by SREBF (SREBP)
https://identifiers.org/reactome/R-HSA-9725554,26,4,813,6032,3.5,1.14,0.4722919676578351,0.7674744474439822,Reactome,all,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin
https://identifiers.org/reactome/R-HSA-2299718,26,4,813,6032,3.5,1.14,0.4722919676578351,0.7674744474439822,Reactome,all,Condensation of Prophase Chromosomes
https://identifiers.org/reactome/R-HSA-9615710,19,3,813,6032,2.56,1.17,0.4821264819769647,0.7745088639703679,Reactome,all,Late endosomal microautophagy
https://identifiers.org/reactome/R-HSA-1236382,19,3,813,6032,2.56,1.17,0.4821264819769647,0.7745088639703679,Reactome,all,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
https://identifiers.org/reactome/R-HSA-4420097,41,6,813,6032,5.53,1.09,0.4822463769028597,0.7745088639703679,Reactome,all,VEGFA-VEGFR2 Pathway
https://identifiers.org/reactome/R-HSA-9705671,100,14,813,6032,13.48,1.04,0.4834297085001857,0.7745088639703679,Reactome,all,SARS-CoV-2 activates/modulates innate and adaptive immune responses
https://identifiers.org/reactome/R-HSA-2565942,56,8,813,6032,7.55,1.06,0.4884006643702994,0.7786571231574838,Reactome,all,Regulation of PLK1 Activity at G2/M Transition
https://identifiers.org/reactome/R-HSA-9013026,34,5,813,6032,4.58,1.09,0.4916486290620051,0.7786571231574838,Reactome,all,RHOB GTPase cycle
https://identifiers.org/reactome/R-HSA-6811558,71,10,813,6032,9.57,1.04,0.4928590253235589,0.7786571231574838,Reactome,all,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
https://identifiers.org/reactome/R-HSA-9662361,27,4,813,6032,3.64,1.1,0.5030814707489127,0.7786571231574838,Reactome,all,Sensory processing of sound by outer hair cells of the cochlea
https://identifiers.org/reactome/R-HSA-3000157,27,4,813,6032,3.64,1.1,0.5030814707489127,0.7786571231574838,Reactome,all,Laminin interactions
https://identifiers.org/reactome/R-HSA-9680350,27,4,813,6032,3.64,1.1,0.5030814707489127,0.7786571231574838,Reactome,all,Signaling by CSF1 (M-CSF) in myeloid cells
https://identifiers.org/reactome/R-HSA-9856530,42,6,813,6032,5.66,1.06,0.5068263100623207,0.7786571231574838,Reactome,all,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
https://identifiers.org/reactome/R-HSA-9013408,42,6,813,6032,5.66,1.06,0.5068263100623207,0.7786571231574838,Reactome,all,RHOG GTPase cycle
https://identifiers.org/reactome/R-HSA-8862803,20,3,813,6032,2.7,1.11,0.5179185117883649,0.7786571231574838,Reactome,all,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
https://identifiers.org/reactome/R-HSA-9705462,20,3,813,6032,2.7,1.11,0.5179185117883649,0.7786571231574838,Reactome,all,Inactivation of CSF3 (G-CSF) signaling
https://identifiers.org/reactome/R-HSA-512988,20,3,813,6032,2.7,1.11,0.5179185117883649,0.7786571231574838,Reactome,all,"Interleukin-3, Interleukin-5 and GM-CSF signaling"
https://identifiers.org/reactome/R-HSA-427359,20,3,813,6032,2.7,1.11,0.5179185117883649,0.7786571231574838,Reactome,all,SIRT1 negatively regulates rRNA expression
https://identifiers.org/reactome/R-HSA-9615017,20,3,813,6032,2.7,1.11,0.5179185117883649,0.7786571231574838,Reactome,all,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
https://identifiers.org/reactome/R-HSA-4085001,20,3,813,6032,2.7,1.11,0.5179185117883649,0.7786571231574838,Reactome,all,Sialic acid metabolism
https://identifiers.org/reactome/R-HSA-2122948,20,3,813,6032,2.7,1.11,0.5179185117883649,0.7786571231574838,Reactome,all,Activated NOTCH1 Transmits Signal to the Nucleus
https://identifiers.org/reactome/R-HSA-5357905,35,5,813,6032,4.72,1.06,0.5185343039927859,0.7786571231574838,Reactome,all,Regulation of TNFR1 signaling
https://identifiers.org/reactome/R-HSA-5250924,35,5,813,6032,4.72,1.06,0.5185343039927859,0.7786571231574838,Reactome,all,B-WICH complex positively regulates rRNA expression
https://identifiers.org/reactome/R-HSA-9013406,35,5,813,6032,4.72,1.06,0.5185343039927859,0.7786571231574838,Reactome,all,RHOQ GTPase cycle
https://identifiers.org/reactome/R-HSA-3301854,35,5,813,6032,4.72,1.06,0.5185343039927859,0.7786571231574838,Reactome,all,Nuclear Pore Complex (NPC) Disassembly
https://identifiers.org/reactome/R-HSA-445355,28,4,813,6032,3.77,1.06,0.5330531677212519,0.7978262872143737,Reactome,all,Smooth Muscle Contraction
https://identifiers.org/reactome/R-HSA-9725370,51,7,813,6032,6.87,1.02,0.5414951393605703,0.8078042242919983,Reactome,all,Signaling by ALK fusions and activated point mutants
https://identifiers.org/reactome/R-HSA-168276,36,5,813,6032,4.85,1.03,0.5447992743949434,0.8100773524499975,Reactome,all,NS1 Mediated Effects on Host Pathways
https://identifiers.org/reactome/R-HSA-422356,21,3,813,6032,2.83,1.06,0.5523293455059118,0.8114022697709631,Reactome,all,Regulation of insulin secretion
https://identifiers.org/reactome/R-HSA-5576892,21,3,813,6032,2.83,1.06,0.5523293455059118,0.8114022697709631,Reactome,all,Phase 0 - rapid depolarisation
https://identifiers.org/reactome/R-HSA-5620924,21,3,813,6032,2.83,1.06,0.5523293455059118,0.8114022697709631,Reactome,all,Intraflagellar transport
https://identifiers.org/reactome/R-HSA-380259,44,6,813,6032,5.93,1.01,0.5546068261511418,0.8114022697709631,Reactome,all,Loss of Nlp from mitotic centrosomes
https://identifiers.org/reactome/R-HSA-380284,44,6,813,6032,5.93,1.01,0.5546068261511418,0.8114022697709631,Reactome,all,Loss of proteins required for interphase microtubule organization from the centrosome
https://identifiers.org/reactome/R-HSA-9013424,29,4,813,6032,3.91,1.02,0.5620983578717937,0.8197267718963658,Reactome,all,RHOV GTPase cycle
https://identifiers.org/reactome/R-HSA-983189,37,5,813,6032,4.99,1.0,0.5703655685497445,0.8270831952082216,Reactome,all,Kinesins
https://identifiers.org/reactome/R-HSA-141444,60,8,813,6032,8.09,0.99,0.5707782929568825,0.8270831952082216,Reactome,all,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
https://identifiers.org/reactome/R-HSA-2559580,68,9,813,6032,9.17,0.98,0.5777293909192811,0.8321342995656199,Reactome,all,Oxidative Stress Induced Senescence
https://identifiers.org/reactome/R-HSA-68877,76,10,813,6032,10.24,0.98,0.5841439415459329,0.8321342995656199,Reactome,all,Mitotic Prometaphase
https://identifiers.org/reactome/R-HSA-5578749,53,7,813,6032,7.14,0.98,0.584319739306945,0.8321342995656199,Reactome,all,Transcriptional regulation by small RNAs
https://identifiers.org/reactome/R-HSA-9610379,53,7,813,6032,7.14,0.98,0.584319739306945,0.8321342995656199,Reactome,all,HCMV Late Events
https://identifiers.org/reactome/R-HSA-5675482,22,3,813,6032,2.97,1.01,0.5852373095846117,0.8321342995656199,Reactome,all,Regulation of necroptotic cell death
https://identifiers.org/reactome/R-HSA-2173795,22,3,813,6032,2.97,1.01,0.5852373095846117,0.8321342995656199,Reactome,all,Downregulation of SMAD2/3:SMAD4 transcriptional activity
https://identifiers.org/reactome/R-HSA-9931509,30,4,813,6032,4.04,0.99,0.5901289631564308,0.8343205581703668,Reactome,all,"Expression of BMAL (ARNTL), CLOCK, and NPAS2"
https://identifiers.org/reactome/R-HSA-380320,61,8,813,6032,8.22,0.97,0.5904422411667211,0.8343205581703668,Reactome,all,Recruitment of NuMA to mitotic centrosomes
https://identifiers.org/reactome/R-HSA-3214858,38,5,813,6032,5.12,0.98,0.5951673357188262,0.8383936153314735,Reactome,all,RMTs methylate histone arginines
https://identifiers.org/reactome/R-HSA-1660661,23,3,813,6032,3.1,0.97,0.6165573685746553,0.8434532694635006,Reactome,all,Sphingolipid de novo biosynthesis
https://identifiers.org/reactome/R-HSA-9634597,23,3,813,6032,3.1,0.97,0.6165573685746553,0.8434532694635006,Reactome,all,GPER1 signaling
https://identifiers.org/reactome/R-HSA-110314,23,3,813,6032,3.1,0.97,0.6165573685746553,0.8434532694635006,Reactome,all,Recognition of DNA damage by PCNA-containing replication complex
https://identifiers.org/reactome/R-HSA-9753281,23,3,813,6032,3.1,0.97,0.6165573685746553,0.8434532694635006,Reactome,all,Paracetamol ADME
https://identifiers.org/reactome/R-HSA-2029481,23,3,813,6032,3.1,0.97,0.6165573685746553,0.8434532694635006,Reactome,all,FCGR activation
https://identifiers.org/reactome/R-HSA-9013407,31,4,813,6032,4.18,0.96,0.6170760795330315,0.8434532694635006,Reactome,all,RHOH GTPase cycle
https://identifiers.org/reactome/R-HSA-912446,31,4,813,6032,4.18,0.96,0.6170760795330315,0.8434532694635006,Reactome,all,Meiotic recombination
https://identifiers.org/reactome/R-HSA-168271,31,4,813,6032,4.18,0.96,0.6170760795330315,0.8434532694635006,Reactome,all,Transport of Ribonucleoproteins into the Host Nucleus
https://identifiers.org/reactome/R-HSA-1433557,31,4,813,6032,4.18,0.96,0.6170760795330315,0.8434532694635006,Reactome,all,Signaling by SCF-KIT
https://identifiers.org/reactome/R-HSA-9013106,39,5,813,6032,5.26,0.95,0.6191503120896906,0.8434532694635006,Reactome,all,RHOC GTPase cycle
https://identifiers.org/reactome/R-HSA-437239,39,5,813,6032,5.26,0.95,0.6191503120896906,0.8434532694635006,Reactome,all,Recycling pathway of L1
https://identifiers.org/reactome/R-HSA-9609690,87,11,813,6032,11.73,0.94,0.6386100851456398,0.8449354338542913,Reactome,all,HCMV Early Events
https://identifiers.org/reactome/R-HSA-2500257,87,11,813,6032,11.73,0.94,0.6386100851456398,0.8449354338542913,Reactome,all,Resolution of Sister Chromatid Cohesion
https://identifiers.org/reactome/R-HSA-5663220,95,12,813,6032,12.8,0.94,0.6419820191015448,0.8449354338542913,Reactome,all,RHO GTPases Activate Formins
https://identifiers.org/reactome/R-HSA-2151201,40,5,813,6032,5.39,0.93,0.6422711796105327,0.8449354338542913,Reactome,all,Transcriptional activation of mitochondrial biogenesis
https://identifiers.org/reactome/R-HSA-4085377,32,4,813,6032,4.31,0.93,0.6428883981647275,0.8449354338542913,Reactome,all,SUMOylation of SUMOylation proteins
https://identifiers.org/reactome/R-HSA-1660499,32,4,813,6032,4.31,0.93,0.6428883981647275,0.8449354338542913,Reactome,all,Synthesis of PIPs at the plasma membrane
https://identifiers.org/reactome/R-HSA-168333,32,4,813,6032,4.31,0.93,0.6428883981647275,0.8449354338542913,Reactome,all,NEP/NS2 Interacts with the Cellular Export Machinery
https://identifiers.org/reactome/R-HSA-4551638,48,6,813,6032,6.47,0.93,0.6430497425791455,0.8449354338542913,Reactome,all,SUMOylation of chromatin organization proteins
https://identifiers.org/reactome/R-HSA-5617472,48,6,813,6032,6.47,0.93,0.6430497425791455,0.8449354338542913,Reactome,all,Activation of anterior HOX genes in hindbrain development during early embryogenesis
https://identifiers.org/reactome/R-HSA-1445148,48,6,813,6032,6.47,0.93,0.6430497425791455,0.8449354338542913,Reactome,all,Translocation of SLC2A4 (GLUT4) to the plasma membrane
https://identifiers.org/reactome/R-HSA-2173788,24,3,813,6032,3.23,0.93,0.6462363318270183,0.8449354338542913,Reactome,all,Downregulation of TGF-beta receptor signaling
https://identifiers.org/reactome/R-HSA-9843970,24,3,813,6032,3.23,0.93,0.6462363318270183,0.8449354338542913,Reactome,all,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex
https://identifiers.org/reactome/R-HSA-212300,24,3,813,6032,3.23,0.93,0.6462363318270183,0.8449354338542913,Reactome,all,PRC2 methylates histones and DNA
https://identifiers.org/reactome/R-HSA-606279,24,3,813,6032,3.23,0.93,0.6462363318270183,0.8449354338542913,Reactome,all,Deposition of new CENPA-containing nucleosomes at the centromere
https://identifiers.org/reactome/R-HSA-9648025,80,10,813,6032,10.78,0.93,0.6514677709391374,0.8469081022208786,Reactome,all,EML4 and NUDC in mitotic spindle formation
https://identifiers.org/reactome/R-HSA-9018519,80,10,813,6032,10.78,0.93,0.6514677709391374,0.8469081022208786,Reactome,all,Estrogen-dependent gene expression
https://identifiers.org/reactome/R-HSA-427413,41,5,813,6032,5.53,0.9,0.6644968466532652,0.84972047142426,Reactome,all,NoRC negatively regulates rRNA expression
https://identifiers.org/reactome/R-HSA-1989781,73,9,813,6032,9.84,0.91,0.6656779536861718,0.84972047142426,Reactome,all,PPARA activates gene expression
https://identifiers.org/reactome/R-HSA-2129379,33,4,813,6032,4.45,0.9,0.6675305583517865,0.84972047142426,Reactome,all,Molecules associated with elastic fibres
https://identifiers.org/reactome/R-HSA-5610787,33,4,813,6032,4.45,0.9,0.6675305583517865,0.84972047142426,Reactome,all,Hedgehog 'off' state
https://identifiers.org/reactome/R-HSA-9710421,25,3,813,6032,3.37,0.89,0.674248300895978,0.84972047142426,Reactome,all,Defective pyroptosis
https://identifiers.org/reactome/R-HSA-445989,25,3,813,6032,3.37,0.89,0.674248300895978,0.84972047142426,Reactome,all,TAK1-dependent IKK and NF-kappa-B activation  
https://identifiers.org/reactome/R-HSA-5357956,25,3,813,6032,3.37,0.89,0.674248300895978,0.84972047142426,Reactome,all,TNFR1-induced NF-kappa-B signaling pathway
https://identifiers.org/reactome/R-HSA-5694530,25,3,813,6032,3.37,0.89,0.674248300895978,0.84972047142426,Reactome,all,Cargo concentration in the ER
https://identifiers.org/reactome/R-HSA-389957,25,3,813,6032,3.37,0.89,0.674248300895978,0.84972047142426,Reactome,all,Prefoldin mediated transfer of substrate  to CCT/TriC
https://identifiers.org/reactome/R-HSA-9013148,66,8,813,6032,8.9,0.9,0.6815444646645232,0.84972047142426,Reactome,all,CDC42 GTPase cycle
https://identifiers.org/reactome/R-HSA-5620912,58,7,813,6032,7.82,0.9,0.6818273110839479,0.84972047142426,Reactome,all,Anchoring of the basal body to the plasma membrane
https://identifiers.org/reactome/R-HSA-380270,50,6,813,6032,6.74,0.89,0.6830725160781745,0.84972047142426,Reactome,all,Recruitment of mitotic centrosome proteins and complexes
https://identifiers.org/reactome/R-HSA-5693565,42,5,813,6032,5.66,0.88,0.6858036759223118,0.84972047142426,Reactome,all,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
https://identifiers.org/reactome/R-HSA-9833110,34,4,813,6032,4.58,0.87,0.6909814822570906,0.84972047142426,Reactome,all,RSV-host interactions
https://identifiers.org/reactome/R-HSA-159227,34,4,813,6032,4.58,0.87,0.6909814822570906,0.84972047142426,Reactome,all,Transport of the SLBP independent Mature mRNA
https://identifiers.org/reactome/R-HSA-180746,34,4,813,6032,4.58,0.87,0.6909814822570906,0.84972047142426,Reactome,all,Nuclear import of Rev protein
https://identifiers.org/reactome/R-HSA-9707564,34,4,813,6032,4.58,0.87,0.6909814822570906,0.84972047142426,Reactome,all,Cytoprotection by HMOX1
https://identifiers.org/reactome/R-HSA-9717207,34,4,813,6032,4.58,0.87,0.6909814822570906,0.84972047142426,Reactome,all,"Sensory perception of sweet, bitter, and umami (glutamate) taste"
https://identifiers.org/reactome/R-HSA-8948216,34,4,813,6032,4.58,0.87,0.6909814822570906,0.84972047142426,Reactome,all,Collagen chain trimerization
https://identifiers.org/reactome/R-HSA-9609736,34,4,813,6032,4.58,0.87,0.6909814822570906,0.84972047142426,Reactome,all,Assembly and cell surface presentation of NMDA receptors
https://identifiers.org/reactome/R-HSA-2173789,26,3,813,6032,3.5,0.86,0.7005904313183444,0.8569049630372223,Reactome,all,TGF-beta receptor signaling activates SMADs
https://identifiers.org/reactome/R-HSA-2559586,26,3,813,6032,3.5,0.86,0.7005904313183444,0.8569049630372223,Reactome,all,DNA Damage/Telomere Stress Induced Senescence
https://identifiers.org/reactome/R-HSA-4570464,43,5,813,6032,5.8,0.86,0.7061766815871586,0.8607981236996063,Reactome,all,SUMOylation of RNA binding proteins
https://identifiers.org/reactome/R-HSA-159230,35,4,813,6032,4.72,0.85,0.7132327310653881,0.8607981236996063,Reactome,all,Transport of the SLBP Dependant Mature mRNA
https://identifiers.org/reactome/R-HSA-168325,35,4,813,6032,4.72,0.85,0.7132327310653881,0.8607981236996063,Reactome,all,Viral Messenger RNA Synthesis
https://identifiers.org/reactome/R-HSA-3232142,35,4,813,6032,4.72,0.85,0.7132327310653881,0.8607981236996063,Reactome,all,SUMOylation of ubiquitinylation proteins
https://identifiers.org/reactome/R-HSA-165054,35,4,813,6032,4.72,0.85,0.7132327310653881,0.8607981236996063,Reactome,all,Rev-mediated nuclear export of HIV RNA
https://identifiers.org/reactome/R-HSA-1169408,60,7,813,6032,8.09,0.87,0.7164769265910707,0.8624259301559183,Reactome,all,ISG15 antiviral mechanism
https://identifiers.org/reactome/R-HSA-69231,27,3,813,6032,3.64,0.82,0.7252790513895234,0.8688209605857669,Reactome,all,Cyclin D associated events in G1
https://identifiers.org/reactome/R-HSA-8943724,44,5,813,6032,5.93,0.84,0.7256087143353658,0.8688209605857669,Reactome,all,Regulation of PTEN gene transcription
https://identifiers.org/reactome/R-HSA-6807878,69,8,813,6032,9.3,0.86,0.7297125132516376,0.8714414528333205,Reactome,all,COPI-mediated anterograde transport
https://identifiers.org/reactome/R-HSA-5687128,61,7,813,6032,8.22,0.85,0.732814756183116,0.8723251840284159,Reactome,all,MAPK6/MAPK4 signaling
https://identifiers.org/reactome/R-HSA-201722,36,4,813,6032,4.85,0.82,0.734286913149194,0.8723251840284159,Reactome,all,Formation of the beta-catenin:TCF transactivating complex
https://identifiers.org/reactome/R-HSA-5675221,28,3,813,6032,3.77,0.79,0.7483461574297159,0.8821178798718153,Reactome,all,Negative regulation of MAPK pathway
https://identifiers.org/reactome/R-HSA-3769402,28,3,813,6032,3.77,0.79,0.7483461574297159,0.8821178798718153,Reactome,all,Deactivation of the beta-catenin transactivating complex
