trait,tlabel,n_genes
http://www.ebi.ac.uk/efo/EFO_0010119,omega-3 polyunsaturated fatty acid measurement,12
http://www.orpha.net/ORDO/Orphanet_156140,Predominantly large-vessel vasculitis,12
http://www.ebi.ac.uk/efo/EFO_0022184,total cholesterol in IDL,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9ef3e2dd0686a5ead939,basal cell carcinoma,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2882be2b2654332b9bc6,coronary artery calcification,12
http://www.orpha.net/ORDO/Orphanet_95502,Acquired pituitary hormone deficiency,12
http://www.orpha.net/ORDO/Orphanet_79174,Disorder of fatty acid oxidation and ketone body metabolism,12
http://www.orpha.net/ORDO/Orphanet_100091,Adrenal/paraganglial tumor,12
http://www.orpha.net/ORDO/Orphanet_306753,Rare disease with myoclonus as a major feature,12
http://purl.obolibrary.org/obo/OBA_2001001,age of onset of asthma,12
http://www.orpha.net/ORDO/Orphanet_229717,Isolated agammaglobulinemia,12
http://www.orpha.net/ORDO/Orphanet_79201,Glycogen storage disease,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c58edab8f3e3255423e,Type 1 diabetes with renal manifestations,12
http://www.orpha.net/ORDO/Orphanet_281217,Autosomal ichthyosis syndrome,12
http://www.orpha.net/ORDO/Orphanet_284993,Marfan syndrome and Marfan-related disorders,12
http://www.orpha.net/ORDO/Orphanet_243,46;XX gonadal dysgenesis,12
http://www.orpha.net/ORDO/Orphanet_183660,Severe combined immunodeficiency,12
http://www.ebi.ac.uk/efo/EFO_0004875,mathematical ability,12
http://www.orpha.net/ORDO/Orphanet_171915,B-cell non-Hodgkin lymphoma,12
http://www.orpha.net/ORDO/Orphanet_306756,Epilepsy and/or ataxia with myoclonus as a major feature,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/efb3772fc70331593df8,Pre-term delivery; maternal GWAS,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f09e2d4776d240239fce,NAFLD,12
http://www.orpha.net/ORDO/Orphanet_432,Normosmic congenital hypogonadotropic hypogonadism,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/822d2a7dd4120de88ed8,EHR-defined osteoporosis (dominant model),12
http://www.orpha.net/ORDO/Orphanet_98275,Myelodysplastic/myeloproliferative disease,12
http://www.orpha.net/ORDO/Orphanet_98257,Neonatal epilepsy syndrome,12
http://www.ebi.ac.uk/efo/EFO_0021115,5alpha-androstan-3beta;17beta-diol disulfate measurement,12
http://www.ebi.ac.uk/efo/EFO_0010578,complex trait,12
http://www.ebi.ac.uk/efo/EFO_0021113,4-androsten-3beta;17beta-diol disulfate 1 measurement,12
http://www.ebi.ac.uk/efo/EFO_0022178,triglycerides in large VLDL measurement,12
http://www.ebi.ac.uk/efo/EFO_0022295,phospholipids in medium HDL measurement,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fd72390db545f7218575,Parental lifespan,12
https://purl.org/okn/frink/kg/digcfdekg/node/trait/beba5dbf07f572e6f798,CCS causative large artery atherosclerosis,12
http://www.orpha.net/ORDO/Orphanet_156174,Retinal ciliopathy due to mutation in the RPGRIP gene,11
http://www.orpha.net/ORDO/Orphanet_238666,Isolated congenital hypogonadotropic hypogonadism,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cb8aa2ef51640d247849,Percent emphysema; lower third Slicer,11
http://www.orpha.net/ORDO/Orphanet_399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,11
http://www.orpha.net/ORDO/Orphanet_459345,Immunodeficiency due to a complement cascade component deficiency,11
http://www.ebi.ac.uk/efo/EFO_0022311,total lipids in small HDL measurement,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2a5d080c4011f43fd748,Diabetic retinopathy (DR) vs no DR acct DoD-GC,11
http://www.ebi.ac.uk/efo/EFO_0022259,cholesteryl esters to total lipids in very small VLDL percentage,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b9fb725bc655dc1869f6,Free triiodothyronine to free thyroxine ratio,11
http://www.orpha.net/ORDO/Orphanet_90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA,11
http://www.orpha.net/ORDO/Orphanet_314749,Rare disease with adrenal Cushing syndrome as a major feature,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/32891d5aaa3f1496d4ec,Dilated cardiomyopathy; strict definition,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0e7a82d6c2491fd91cec,Smoking-fasting glucose interaction; joint 2-degree-of-freedom test,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/eac7647078ccfdee1d15,Total body (less head) bone mineral density,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/c9cddd36727c638e7f1d,ASAT adjusted for BMI and height,11
http://www.orpha.net/ORDO/Orphanet_477797,Isolated constitutional thrombocytopenia,11
http://www.orpha.net/ORDO/Orphanet_98717,Transposition of the great arteries and conotruncal cardiac anomaly,11
http://www.ebi.ac.uk/efo/EFO_0022238,cholesterol to total lipids in medium LDL percentage,11
http://www.orpha.net/ORDO/Orphanet_648,Noonan syndrome,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/c5cdda1ee86c155cc7c7,Slicer Exp Skewness,11
http://www.orpha.net/ORDO/Orphanet_139009,Developmental anomaly of metabolic origin,11
http://www.ebi.ac.uk/efo/EFO_0009925,Antithrombotic agent use measurement,11
http://purl.obolibrary.org/obo/MONDO_0008487,Polycystic ovary syndrome (PCOS),11
http://www.orpha.net/ORDO/Orphanet_307067,Rare genetic disease with myoclonus as a major feature,11
http://www.orpha.net/ORDO/Orphanet_280200,Microform holoprosencephaly,11
http://www.orpha.net/ORDO/Orphanet_525677,Genetic congenital malformation of the eye with glaucoma as a major feature,11
http://www.orpha.net/ORDO/Orphanet_324927,Pyogenic autoinflammatory syndrome,11
http://www.orpha.net/ORDO/Orphanet_399846,Rare disorder with female infertility due to a congenital hypogonadotropic hypogonadism,11
http://www.orpha.net/ORDO/Orphanet_477771,Rare disorder with a moyamoya angiopathy,11
http://www.ebi.ac.uk/efo/EFO_0008591,free cholesterol measurement,11
http://www.orpha.net/ORDO/Orphanet_1572,Common variable immunodeficiency,11
http://www.orpha.net/ORDO/Orphanet_48471,Lissencephaly,11
http://www.ebi.ac.uk/efo/EFO_0004861,phosphorus measurement,11
http://www.ebi.ac.uk/efo/EFO_0022176,free cholesterol in large LDL measurement,11
http://www.orpha.net/ORDO/Orphanet_294057,Rare nevus,11
http://www.orpha.net/ORDO/Orphanet_220386,Semilobar holoprosencephaly,11
http://purl.obolibrary.org/obo/MONDO_0005306,ankylosing spondylitis,11
http://www.orpha.net/ORDO/Orphanet_2162,Holoprosencephaly,11
http://www.orpha.net/ORDO/Orphanet_519282,Rare corneal disorder,11
http://www.orpha.net/ORDO/Orphanet_477768,Moyamoya angiopathy,11
http://www.orpha.net/ORDO/Orphanet_207049,Qualitative or quantitative protein defects in neuromuscular diseases,11
http://www.orpha.net/ORDO/Orphanet_477794,Syndromic constitutional thrombocytopenia,11
http://www.orpha.net/ORDO/Orphanet_98540,Late-onset ataxia with dementia,11
http://www.orpha.net/ORDO/Orphanet_294959,Syndrome with limb duplication; polydactyly; syndactyly; and/or hyperphalangy,11
http://www.ebi.ac.uk/efo/EFO_0022330,triglycerides to total lipids in large HDL percentage,11
http://www.ebi.ac.uk/efo/EFO_0022181,free cholesterol in IDL measurement,11
http://www.orpha.net/ORDO/Orphanet_519268,Rare disorder with ectropion,11
http://www.ebi.ac.uk/efo/EFO_0003924,hair color,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/bea764f73e691240deeb,schizophrenia,11
http://www.orpha.net/ORDO/Orphanet_98571,Secondary ectropion,11
http://www.ebi.ac.uk/efo/EFO_0022303,polyunsaturated fatty acids to total fatty acids percentage,11
http://www.ebi.ac.uk/efo/EFO_0022155,triglycerides in medium VLDL measurement,11
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5ec3c8e783551ec9f974,CT Histogram; Inspiratory; 15th Percentile in Hu; RML,11
http://www.orpha.net/ORDO/Orphanet_435554,Genetic precocious puberty,11
http://www.orpha.net/ORDO/Orphanet_522520,Syndromic genetic disorder with strabismus,11
http://www.orpha.net/ORDO/Orphanet_98671,Hereditary optic neuropathy,11
http://www.orpha.net/ORDO/Orphanet_289899,Organic aciduria,10
http://www.orpha.net/ORDO/Orphanet_519274,Syndromic lacrimal system disorder,10
http://www.orpha.net/ORDO/Orphanet_98745,Neurological channelopathy of the central nervous system due to a genetic calcium channel defect,10
http://www.orpha.net/ORDO/Orphanet_1775,Dyskeratosis congenita,10
http://www.ebi.ac.uk/efo/EFO_0022234,cholesterol to total lipids in large HDL percentage,10
http://www.orpha.net/ORDO/Orphanet_99,Autosomal dominant cerebellar ataxia,10
http://www.orpha.net/ORDO/Orphanet_165661,Genetic pancreatic disease,10
http://www.orpha.net/ORDO/Orphanet_181441,Rare disorder with hypergonadotropic hypogonadism,10
http://www.ebi.ac.uk/efo/EFO_0022241,cholesterol to total lipids in small LDL percentage,10
http://www.orpha.net/ORDO/Orphanet_498451,Dysostosis with brachydactyly without extraskeletal manifestations,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e417c28130cfea40e648,age-related hearing impairment,10
http://www.ebi.ac.uk/efo/EFO_0022250,cholesteryl esters to total lipids in large VLDL percentage,10
http://www.orpha.net/ORDO/Orphanet_300842,Indolent B-cell non-Hodgkin lymphoma,10
http://www.orpha.net/ORDO/Orphanet_83001,Urogenital tract malformation,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/73374e9c27386674a4bb,brain volume measurement,10
http://www.orpha.net/ORDO/Orphanet_271847,Genetic neuroendocrine tumor,10
http://www.orpha.net/ORDO/Orphanet_182054,Rare thrombotic disease of hematologic origin,10
http://www.ebi.ac.uk/efo/EFO_0022231,cholesterol in very small VLDL measurement,10
http://www.orpha.net/ORDO/Orphanet_156237,Syndrome or malformation associated with head and neck malformations,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5ac12d2caf287e130c27,RPE retinal layer thickness,10
http://purl.obolibrary.org/obo/MONDO_0005338,open-angle glaucoma,10
http://www.ebi.ac.uk/efo/EFO_0007875,Excessive daytime sleepiness,10
http://www.ebi.ac.uk/efo/EFO_0010554,retinal vasculature measurement,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8c8277560d717e98f23e,Left ventricular end diastole inferoseptal wall thickness,10
http://www.ebi.ac.uk/efo/EFO_0022309,total lipids in lipoprotein particles measurement,10
http://www.ebi.ac.uk/efo/EFO_0022308,total lipids in LDL measurement,10
http://www.ebi.ac.uk/efo/EFO_0010982,3-hydroxybutyrate measurement,10
http://www.orpha.net/ORDO/Orphanet_477811,Rare hypercholesterolemia,10
http://www.orpha.net/ORDO/Orphanet_522043,Syndromic autoimmune enteropathy,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae65708a3b6e70f70eaa,Childhood obesity,10
http://www.orpha.net/ORDO/Orphanet_371436,Genetic neurovascular malformation,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/081433407f35f7034b3b,ceramide measurement,10
http://www.orpha.net/ORDO/Orphanet_98363,Rare hemolytic anemia,10
http://www.orpha.net/ORDO/Orphanet_522518,Rare genetic disorder with strabismus,10
http://www.ebi.ac.uk/efo/EFO_0007885,JT interval,10
http://www.orpha.net/ORDO/Orphanet_100087,Rare thyroid tumor,10
http://www.orpha.net/ORDO/Orphanet_100088,Rare thyroid carcinoma,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/67cbf260f3b208a6efcb,Estradiol levels,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2e9222ee7efff3aa7d98,Age-related hearing impairment,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f0a403bd14d0b8d90275,Total cerebellar volume,10
http://www.orpha.net/ORDO/Orphanet_93587,Genetic cystic renal disease,10
http://www.ebi.ac.uk/efo/EFO_0021897,apolipoprotein B to apolipoprotein A1 ratio,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7d8eac3e311a0b37786e,Left ventricular end diastole inferolateral wall thickness,10
http://www.ebi.ac.uk/efo/EFO_0021901,cholesterol in large LDL measurement,10
http://www.orpha.net/ORDO/Orphanet_519325,Syndromic inherited retinal disorder,10
http://www.orpha.net/ORDO/Orphanet_443909,Hereditary nonpolyposis colon cancer,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7a7e7c57e8b19c07e884,CCS causative cardio-aortic embolism major,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/600adfc720ae77b07b99,Barrett's esophagus,10
http://www.orpha.net/ORDO/Orphanet_424936,Carcinoma of liver and intrahepatic biliary tract,10
http://www.ebi.ac.uk/efo/EFO_0022160,concentration of large LDL particles measurement,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/96a514540bba915f46d8,Depressed affect,10
http://www.orpha.net/ORDO/Orphanet_94075,Severe immune-mediated enteropathy,10
http://www.orpha.net/ORDO/Orphanet_222628,Hereditary poikiloderma,10
http://www.orpha.net/ORDO/Orphanet_1872,Cone rod dystrophy,10
http://www.orpha.net/ORDO/Orphanet_93924,Lobar holoprosencephaly,10
http://www.orpha.net/ORDO/Orphanet_98063,Rare gynecological tumor,10
http://www.orpha.net/ORDO/Orphanet_352301,Disorder of phospholipids; sphingolipids and fatty acids biosynthesis,10
http://www.orpha.net/ORDO/Orphanet_181387,Rare disorder with multisystemic involvement and congenital hypogonadotropic hypogonadism,10
http://www.orpha.net/ORDO/Orphanet_101937,Rare pancreatic disease,10
http://www.orpha.net/ORDO/Orphanet_102006,Neurovascular malformation,10
http://www.orpha.net/ORDO/Orphanet_137,Congenital disorder of glycosylation,10
http://purl.obolibrary.org/obo/MONDO_0007186,Gastroesophageal reflux disease (GERD),10
http://www.orpha.net/ORDO/Orphanet_98618,Rare refraction anomaly,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6d1cec71a52c3633d880,Macroalbuminuria vs. controls in type 1 diabetes,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/babae93419d3cc88b138,Brain microbleeds; any,10
http://www.orpha.net/ORDO/Orphanet_98473,Muscular dystrophy,10
http://www.orpha.net/ORDO/Orphanet_98621,Rare hyperopia and astigmatism,10
http://www.orpha.net/ORDO/Orphanet_309115,Disorder of fatty acid oxidation and ketogenesis,10
http://www.ebi.ac.uk/efo/EFO_0022281,free cholesterol to total lipids in large VLDL percentage,10
http://www.ebi.ac.uk/efo/EFO_0009942,Glucocorticoid use measurement,10
http://www.orpha.net/ORDO/Orphanet_325118,46;XY disorder of gonadal development,10
http://www.orpha.net/ORDO/Orphanet_98605,Lacrimal drainage system anomaly,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b827ea1f823feca9bc8e,Red blood cell distribution width,10
http://www.orpha.net/ORDO/Orphanet_98631,Congenital malformation of the eye with glaucoma as a major feature,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/01cc307c67acea7238d0,Right ventricular end-diastolic volume to left ventricular end-diastolic volume ratio,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/db35c56fb1f9cd6d47f8,Usual walking pace,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0ea8dbe3b8f8acca0333,Post-term delivery; maternal GWAS,10
http://www.orpha.net/ORDO/Orphanet_97242,Congenital muscular dystrophy,10
http://www.orpha.net/ORDO/Orphanet_98486,Metabolic myopathy,10
http://www.orpha.net/ORDO/Orphanet_334,Familial atrial fibrillation,10
https://purl.org/okn/frink/kg/digcfdekg/node/trait/81262218f3ff809c0f37,Aggregate vessel volume; vessels 75-80 mm2,10
http://www.orpha.net/ORDO/Orphanet_33110,Autosomal agammaglobulinemia,10
http://www.orpha.net/ORDO/Orphanet_522534,Lacrimal drainage system anomaly of genetic origin,10
http://www.ebi.ac.uk/efo/EFO_0004467,insulin measurement,9
http://www.orpha.net/ORDO/Orphanet_206644,Progressive muscular dystrophy,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d554ba82a57d2cfd451f,hair colour measurement,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/090d4bf6b796510a4202,Proliferative diabetic retinopathy (PDR) vs no PDR acct DoD-GC,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3ed564cb759856c09903,Ferritin levels,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7dab403499b7af634f96,Fried frailty score,9
http://www.orpha.net/ORDO/Orphanet_626609,Rare andrological tumor,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7b1569a9da58b1a3f81d,Adrenic acid,9
http://www.orpha.net/ORDO/Orphanet_182040,Rare aplastic anemia,9
http://www.orpha.net/ORDO/Orphanet_79171,Disorder of cobalamin metabolism and transport,9
http://www.orpha.net/ORDO/Orphanet_68411,Rare bone tumor,9
http://www.orpha.net/ORDO/Orphanet_227535,Hereditary breast cancer,9
http://www.orpha.net/ORDO/Orphanet_225686,Peroxisomal disease with epilepsy,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4a1d665b47422bd06081,serum IgE measurement,9
http://www.orpha.net/ORDO/Orphanet_79354,Ichthyosis,9
http://www.orpha.net/ORDO/Orphanet_206966,Mitochondrial myopathy,9
http://www.orpha.net/ORDO/Orphanet_2445,Conotruncal heart malformations,9
http://www.ebi.ac.uk/efo/EFO_0004695,intraocular pressure measurement,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/17ad86f08d75366804c3,Non-proliferative diabetic retinopathy vs no DR acct DoD-GC,9
http://www.orpha.net/ORDO/Orphanet_250805,Serpinopathy,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/da105085068316aabf99,Acute reaction to stress (heterodominant model),9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4ab71421dddad8f738a2,Lung density; adjusted for depth of inspiration assessed by phlethysmography,9
http://www.orpha.net/ORDO/Orphanet_68373,Peroxisomal disease,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4ec90dc251d42957c149,Any osteoarthritis (recessive model),9
http://www.orpha.net/ORDO/Orphanet_183435,Inherited ichthyosis,9
http://www.orpha.net/ORDO/Orphanet_183734,Genetic gynecological tumor,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/785d61d20e7a6cc76def,Fasting insulin at V2 minus fasting insulin at V1,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ca5d61fa0424f794251e,Late diabetic kidney disease adj HbA1c-BMI in type 1 diabetes,9
http://www.orpha.net/ORDO/Orphanet_225700,Mitochondrial disease with epilepsy,9
http://www.orpha.net/ORDO/Orphanet_622914,Rare genetic nevus,9
http://www.orpha.net/ORDO/Orphanet_98578,Rare disorder with ptosis,9
https://purl.org/okn/frink/kg/digcfdekg/node/trait/741dd54ceae2f51e6943,IPL retinal layer thickness,9
http://www.orpha.net/ORDO/Orphanet_324936,Unclassified autoinflammatory syndrome,9
